scenario_1,run_1,6.180581289207341,5.200911564509139,3.5696144546028328,3.630426024474814,2.009584838312848,0.8821143199921716,0.6304837927141582,1.6526193275966832,0.5357890303986927,1.371236025010225,0.6343003239174365,0.773744776825491,0.7104747685016447,0.0,0.714578385099449,0.0.1,1.171698452770562,0.0.2,0.0.3,0.6828978684207656,0.7187585068214724,0.6138798802022987,0.7471101739645315,2.540438456804312,1.7099337074244825,2.249494304603822,2.295929824216716,2.4710646710298305,1.639587511716432,0.3386974664627755,2.142972655461956,1.1706517975145332,1.4609564930494037,2.976359124895448,0.0.4,0.0.5,0.0.6,0.5063970128279938,0.0.7,1.5200587634352087,2.142972655461956.1,1.1706517975145332.1,1.4609564930494037.1,2.976359124895448.1,0.0.4.1,0.0.5.1,0.0.6.1,0.5063970128279938.1,0.0.7.1,1.5200587634352087.1
scenario_1,run_2,5.605352946299813,3.839923334905194,1.387944121265465,1.4204182585245528,1.168916524769953,1.1065069150510225,0.0,0.5102884860185698,0.5483790058926213,1.736017506781519,1.171453449256194,0.5022393647730736,0.0,0.9735863374290916,2.1029523288789225,0.6608066573099896,0.478995881487961,1.0604353115849965,1.631646244549645,0.0,0.0,0.7106512973568838,0.6061938447276375,0.0,0.0,0.931388549642652,0.0,0.0,0.0,0.0,0.0,0.187448840515726,0.0,0.7367192471806552,1.6760466492560582,0.716168291039837,0.0,0.0,0.2258616866294642,0.0,0.0,0.187448840515726,0.0,0.7367192471806552,1.6760466492560582,0.716168291039837,0.0,0.0,0.2258616866294642,0.0
scenario_1,run_3,7.48323340717243,7.109401652468369,5.465205736387885,4.989502561023261,4.4072818554406,2.242837235592294,1.3581889775559035,0.6380203933648463,1.166059038713638,0.0,0.9492861712523102,0.8876138289944817,1.6561684521857072,0.8340443457529462,1.022598172032773,1.2882415049380236,2.4328159545347225,0.8326482525476111,0.3011880941910176,2.105717460825121,0.5244092961727691,1.552307957583444,1.768706938750028,0.6447726202272769,0.0,0.0,1.0840850933101849,1.3493721718974705,1.8492601496919725,0.0,1.1153296923807992,0.0,0.6688940431274267,0.0,0.3287909037495123,0.9488980174253404,0.9610514596773976,0.0,0.7267757862400089,0.9602202809816974,1.1153296923807992,0.0,0.6688940431274267,0.0,0.3287909037495123,0.9488980174253404,0.9610514596773976,0.0,0.7267757862400089,0.9602202809816974
scenario_1,run_4,7.976080645998925,6.474485426379036,7.074013313539754,5.458884117180702,6.06634080996132,5.310578786910908,4.701595468358358,4.41555442783404,3.060938707511635,3.8297416102551054,3.2189538031168303,1.9724757218016136,2.166044786484923,0.3533220850359671,0.0,0.8067351080154644,2.1595061892924607,2.296049132605764,1.241527590886165,0.0,0.0,0.0,1.146847560621798,0.8827134001694162,1.7942545741827367,0.6195189281589827,0.6419036796653665,0.2618022071115081,1.865674290511732,2.5849838168343844,0.0,1.6881190369201824,0.7906628989751183,0.6110178576091146,0.3404690723894191,0.0,0.0,2.5496100751037014,0.6153023105440092,0.4151364598148627,0.0,1.6881190369201824,0.7906628989751183,0.6110178576091146,0.3404690723894191,0.0,0.0,2.5496100751037014,0.6153023105440092,0.4151364598148627
scenario_1,run_5,7.517760891444962,5.411430810045469,3.158051072645565,2.619405527642472,2.748543061912234,1.88612485479517,3.1781986937877926,0.6889114045894182,0.630302297868336,0.266963143352484,0.4724797369969765,1.0045058171389794,2.6212049370800097,0.5757722810704363,0.0,1.4041692916321094,0.0,0.0,1.4270759703668727,1.0446327114837175,1.3810497845927403,0.0,0.0,0.0,0.0,0.4551959810137435,0.7323537415690733,0.0,0.6482827065068483,0.0,1.5649171100065096,1.5599929566833617,1.917108923653404,2.248001065175425,2.404526300287377,2.4614734275691275,0.0,0.5258373446538133,1.3390033392869884,0.5406669582360888,1.5649171100065096,1.5599929566833617,1.917108923653404,2.248001065175425,2.404526300287377,2.4614734275691275,0.0,0.5258373446538133,1.3390033392869884,0.5406669582360888
scenario_1,run_6,6.800406481789435,5.375683473613625,3.516064267865783,2.3340136169357857,0.6634460758588524,0.0,0.8684308474955975,0.9905038572876396,0.0,1.0281027599167996,1.6672113958620494,0.8863122442993253,1.1061801441601655,0.4796305784544423,0.8547519280968261,0.0,0.4550083842588391,0.0,0.7707522635904294,0.0,0.775602850400386,0.4209875124451221,1.562463207890744,2.6779526266636444,0.6160992531435148,1.610489428912938,2.60900709362454,0.3491605032058154,1.2029161899079468,0.4694797706426887,2.086846854583066,0.4825792546177337,0.6981827884422162,0.0,1.0970826268802754,1.6151638075079524,3.2060120458992047,4.011308806224546,1.069740286621755,0.0,2.086846854583066,0.4825792546177337,0.6981827884422162,0.0,1.0970826268802754,1.6151638075079524,3.2060120458992047,4.011308806224546,1.069740286621755,0.0
scenario_1,run_7,6.773102318714635,5.433908573789457,4.644409799904999,3.3960811830110496,4.342558481740924,2.1813327274936563,0.7509507210266408,2.435498269064478,0.7510479750587232,0.3343479534409013,0.0,0.673086994981992,0.0,0.0,0.0,0.0,0.0,1.2780118061107724,2.6721456277864246,0.8701445176508906,2.016077398998169,0.0,0.0,0.0,1.7955300732380706,2.150259803946833,0.8114508293362146,0.0,0.6122695159423983,1.5564326783817382,0.0,1.0082662249152192,0.8059310853541655,2.818329594502288,2.604189414207506,0.5598055375341834,0.8056581312577127,0.0,0.0,0.8957367993462094,0.0,1.0082662249152192,0.8059310853541655,2.818329594502288,2.604189414207506,0.5598055375341834,0.8056581312577127,0.0,0.0,0.8957367993462094
scenario_1,run_8,7.68689897206212,6.060964230940571,5.610267783080259,5.040510714994146,2.673408315933643,0.0,1.970944210262551,1.2075207303014626,1.6069906348120409,0.0,1.0519781088901283,1.2406216843924418,1.7511118068509135,0.9489539442356694,1.4251689866943706,0.7792273267595888,0.3148314795526404,3.130728247073256,0.0,0.6734957640396878,1.7364526679308512,0.721783305735707,0.0,0.0,0.8666092642290945,1.0368077238170643,0.0,1.2412861123253758,0.6910132175728065,0.0,0.0,0.8781022013162982,2.7718806859978646,1.1408481511455535,1.3994617897618324,2.790163363841276,1.7232929741430894,1.5635671076236837,2.99848176473738,0.3351249588838288,0.0,0.8781022013162982,2.7718806859978646,1.1408481511455535,1.3994617897618324,2.790163363841276,1.7232929741430894,1.5635671076236837,2.99848176473738,0.3351249588838288
scenario_1,run_9,7.259030664969515,6.54025025302723,5.817226478954323,4.409301558496345,3.694228810061979,1.1147910259543328,0.0,0.0,0.0,0.0,0.8943217574479785,1.3793011292048325,0.5745925150002559,0.5046234896597642,0.6655574932222809,0.0,0.9103035215375304,0.7096443874007019,1.0923953490261231,0.6204710813330564,1.2358570187350988,0.3276092219542552,1.2307285113640354,0.8575575853116615,2.473765152335265,0.7396910901064144,2.141780295530268,0.7296749169285098,0.3000686162188661,0.0,2.44791321983366,0.5332653201179841,0.0,1.84086654776148,0.7772172597415941,0.4835931861979544,1.0206694341035387,0.0,0.0,0.8175387313831797,2.44791321983366,0.5332653201179841,0.0,1.84086654776148,0.7772172597415941,0.4835931861979544,1.0206694341035387,0.0,0.0,0.8175387313831797
scenario_1,run_10,6.684712433142576,5.736033129508899,4.517618419827636,4.854360202045479,2.939167297787855,2.783763913967227,1.896428018955334,1.942647611912724,1.1716510811477718,2.374146367300201,2.2209355861762985,1.7279357648569649,0.5605360422994277,1.277000523159452,1.6977502861349982,1.3074278932512664,3.1475523245940407,1.421295835880633,1.161422522395227,1.685314610838963,0.7625827358848148,1.5135114458836612,1.690616211345375,2.313879254407979,0.178096219199518,0.4479322647165416,0.0,1.9710526579835703,1.5752284565958683,0.0,0.2907015947349196,0.0,0.0,2.110689546001899,2.4899040686463736,0.6192725428457538,1.5858013016797634,0.0,0.2634612741395786,0.9547241060448376,0.2907015947349196,0.0,0.0,2.110689546001899,2.4899040686463736,0.6192725428457538,1.5858013016797634,0.0,0.2634612741395786,0.9547241060448376
scenario_2,run_1,6.5764068014362165,4.495435841041584,4.168702869521301,4.813992950111347,3.844445742150109,3.633530156376575,4.436629567585015,4.303337340287718,4.442805475697891,4.105483220511621,3.847430218967021,4.944607737957864,2.0418234632718333,3.4137407383688547,1.2540433526230303,1.4269158003082132,2.368385704927398,1.463362220930835,2.046864458978787,2.0786407721638707,0.9944824261626424,0.2084664257079801,2.991729251372183,4.47414860771324,2.025951823217162,0.4302202453605837,2.469235921268325,2.529588629837216,1.7075856294614404,2.2956760637852054,2.53932145232954,3.778907133890916,4.747482061333688,3.119744408818694,1.5685505620526907,0.5059969000283953,2.6970930762243923,2.818485394685202,1.4595479915074392,2.093959679544024,2.53932145232954,3.778907133890916,4.747482061333688,3.119744408818694,1.5685505620526907,0.5059969000283953,2.6970930762243923,2.818485394685202,1.4595479915074392,2.093959679544024
scenario_2,run_2,6.313196459915366,4.856447513238727,5.985108815343009,3.4884885214879056,4.891971643814098,4.878708313285633,3.40444259369213,5.932580643602122,3.911273089434353,3.7486058640993374,3.23296001871732,4.240522189295221,4.609069587905898,3.413095886458431,5.84131627371923,2.2883612769025303,3.8725146685799134,3.3276412177321304,1.894662733551882,2.9193339257642648,2.007770745295681,1.674184169212852,3.9517913480893982,2.7444930656212745,4.086176194054578,4.016420216543372,3.2221657057880533,2.7193868425753043,1.844992787064573,1.2945161884924326,1.852611059606133,2.922521057696774,1.8502448689165991,1.8059453304265607,0.7403081429403381,0.531217629927452,3.6647495432234303,4.549738005547338,4.212093655216568,3.29090589355944,1.852611059606133,2.922521057696774,1.8502448689165991,1.8059453304265607,0.7403081429403381,0.531217629927452,3.6647495432234303,4.549738005547338,4.212093655216568,3.29090589355944
scenario_2,run_3,5.509026404470852,4.310950312940007,6.829042592649174,7.026424356916744,4.5746497311215055,5.0238200474082975,6.506231138358578,4.998071510217686,5.965757176990175,5.2584517866459874,5.078300081349706,8.850778713718224,5.17464321951859,6.549671976024934,5.322213030390008,5.344986967172429,4.996865315370021,7.614679626024445,5.588584414460589,5.983270723998685,5.0474778347238045,6.4573165630858025,6.196040457310304,8.470029579930248,8.081160378752937,5.407267010163976,4.247814655117688,5.358842348078244,4.877692753933071,5.039657817781324,5.155478804075464,4.844320386534871,4.851464303860505,2.83610612555826,2.886537188132637,2.806085178414533,1.999672378363225,2.056178742869963,2.650519344963743,0.0,5.155478804075464,4.844320386534871,4.851464303860505,2.83610612555826,2.886537188132637,2.806085178414533,1.999672378363225,2.056178742869963,2.650519344963743,0.0
scenario_2,run_4,8.123147012891028,6.153086787981097,6.345283872628231,5.160690299483624,5.463135486740804,4.711607820412748,6.17249819300104,6.974437469885776,7.007915887194743,6.093956517980064,5.626161201297036,5.289419766806473,6.521685923349226,4.878644456934182,6.640836087604827,3.746621427736719,5.177755298318245,3.414453048466265,4.184230701836375,4.32456260992661,5.781340326174108,4.393026605210197,5.408330158399031,4.315766326033353,2.5975133949805955,4.573995471928265,2.581931820120738,2.501913095482854,2.1050866968037623,1.758984940454834,2.5608114406165243,1.4003088835387365,1.036266925814739,1.036266925814739,1.1903888609996756,0.8339004390674253,2.3409537986458373,0.7004693978700015,1.4143923913740803,1.214628265002154,2.5608114406165243,1.4003088835387365,1.036266925814739,1.036266925814739,1.1903888609996756,0.8339004390674253,2.3409537986458373,0.7004693978700015,1.4143923913740803,1.214628265002154
scenario_2,run_5,7.055291104996274,5.252445014153582,4.12429259957919,5.171707880970332,4.324099021606978,8.663634391956,4.38807783683434,3.954152260376241,6.696309815112381,4.011797682021145,4.652551221157902,4.586615120375323,4.757948445975833,4.997934510645183,6.044398368598666,4.495367981256873,4.951581311948438,4.022914301720473,2.485177302202612,2.684334164161177,1.5977931908723826,1.0594062809042366,1.3700680527282023,1.581893431010584,2.5341761765150754,2.481624547424805,1.966277255549533,1.1506267463453763,4.720048918664529,1.9802317553970343,0.4590479509282748,1.7434310453349866,1.2046054097282228,1.3479111380613802,0.2326121960553675,5.978189299445157,4.332662308352654,3.558488901315549,4.057740167153542,0.9835792592900218,0.4590479509282748,1.7434310453349866,1.2046054097282228,1.3479111380613802,0.2326121960553675,5.978189299445157,4.332662308352654,3.558488901315549,4.057740167153542,0.9835792592900218
scenario_2,run_6,5.204639499076391,4.874931533258912,4.596381327209348,6.23706005051393,3.793489416225469,5.536407949756695,3.7775012397857473,4.269476747977612,4.795064413150604,4.682508734867265,6.369847342423994,6.060819968450491,5.285965575645031,5.015110331208847,5.97098504705723,5.822237619132968,4.183759074603915,1.888346548728261,4.45381398784166,3.016625716852553,2.9810449152537783,3.3774764219889155,3.59374970831576,2.344187831842312,4.192438682545886,2.877698116590662,2.047549541585886,1.387000077003815,1.010968568177327,1.9143489359868084,0.8019077123445303,2.5449473823582784,4.131089029541396,1.5735737041581872,1.0009051535535247,0.6854461105064409,4.164933932708412,1.412312709310477,1.2122741340324097,0.3732162436918705,0.8019077123445303,2.5449473823582784,4.131089029541396,1.5735737041581872,1.0009051535535247,0.6854461105064409,4.164933932708412,1.412312709310477,1.2122741340324097,0.3732162436918705
