scenario_1,run_1,0.0,0.0.1,0.0.2,0.0.3,0.0.4,0.0.5,0.0.6,0.0.7,0.0.8,0.0.9,0.0.10,0.0.11,0.0.12,0.0.13,0.0.14,0.0.15,0.0.16,0.0.17,0.0.18,0.0.19,0.0.20,0.0.21,0.0.22,0.0.23,0.0.24,0.0.25,0.0.26,0.0.27,0.0.28,0.0.29,0.0.30,0.0.31,0.0.32,0.0.33,0.0.34,0.0.35,0.0.36,0.0.37,0.0.38,0.0.39,0.0.40,0.0.41,0.0.42,0.0.43,0.0.44,0.0.45,0.0.46,0.0.47,0.0.48,0.0.49
scenario_2,run_3,2.853800601954239,2.796483162293742,2.9099081192166074,2.700680815855297,3.967175707649836,3.966410916911799,3.966123931693552,3.9650377287914575,2.7754899793407413,2.1318041096517346,2.526044541332016,2.130678057345432,2.092184625350362,2.129250992372753,2.023327604144999,2.127604683221953,2.12714802667942,2.090678123067833,2.090576794511305,1.945827804282656,1.9451084120419893,1.943928630475311,1.899880802285606,1.8978145814042675,1.8593908362981448,1.937168409071948,1.497717249081674,1.858679776954402,1.797519868493389,1.715544365313476,1.8978014105579388,1.7973104059869236,1.799182228231658,1.8004763429538653,1.79492324441457,1.7937055405891575,1.7964369742241446,1.799792413881856,1.796226607771162,1.803664014415829,1.7807343140820209,1.5927439511272352,1.8085163350406488,1.8008370312774251,1.808139169478335,1.8056077659057843,1.806058585031076,1.8089167701055224,1.8163247074934736,1.806551391566178
scenario_2,run_4,3.8466677976128327,2.7887554643538826,2.919356638812801,2.723886429045007,2.731071155465606,2.402517678319569,2.4031965471588124,2.245973918467812,2.067921702977157,2.0093280721230737,1.8363733226129424,1.710779737637108,1.711855959225859,1.704163311741989,1.647001654652812,1.6160389653310174,1.5396038543676769,1.5706117184834008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_2,run_5,1.524931803008636,1.80962749385774,1.7552195002405373,1.6459540713201597,1.7568531201528494,1.644737732320832,1.6287865344601389,1.6237110247940234,1.619656413389269,1.642369683616161,1.624885800096613,1.6279780467260023,1.642931385731125,1.618729544721724,1.6161576761447525,1.6151055506936298,1.6174546427980483,1.6163215464842555,1.6136038030355393,1.6148536898686432,1.6142991335491987,1.6159105998751189,1.614175602746652,1.613788890614294,1.6153615650249231,1.6153390163573065,1.6131854790359828,1.6154382426867335,1.6175542432274468,1.6135305136221063,1.6176824365905549,1.6153310703894004,1.6165515284541403,1.6113303309483311,1.614646262634855,1.5925062439013298,1.6149370277885733,1.6161043360292755,1.6144357842860615,1.615205180009965,1.6132918435182184,1.6163540494791049,1.6141267103118335,1.6160384256443814,1.6167991965726058,1.6166192073545782,1.6151173559603882,1.617001062787237,1.6143306489046017,1.6154130811909193
scenario_2,run_6,3.134922774156756,3.445239274957985,3.1351552394330136,3.1103977312695488,3.089507117256632,2.9931952879756456,3.03577495481997,3.028764312229567,2.922693726353796,2.5040158647500723,2.3965506222910027,2.396343097942084,2.2756229317094148,1.8765973664230071,1.8658570054610768,1.8465283264754253,1.8302373816973403,1.7740416227287914,1.660309396878129,1.695184896159568,1.67041370111096,1.6601492411802106,1.649669390341682,1.633298835446748,1.641280355027998,1.525571614107731,1.501552709512879,1.4653873506252066,1.4720176747374298,1.467873191188009,1.4763805249910955,1.4744082562594976,1.4677474928123462,1.4646515346618474,1.471900879910715,1.466794154474025,1.4597723735843326,1.4670641571218803,1.460760419028474,1.4614683752674786,1.4660353490345053,1.4595332665339709,1.4585052432038896,1.465782677461482,1.4658559851082942,1.470767044526491,1.4630778894750838,1.4594702917045066,1.4666237508704114,1.4659066735719002
scenario_2,run_7,2.5771472496643053,2.6849433606275985,2.577402331169912,2.485522920356268,1.7474299970685498,1.6495202371171145,1.582560837745837,1.5834170388374311,1.531020550333436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_2,run_8,3.362989796913197,3.403341718333421,3.453186432027481,3.3637554965028915,3.49440627794241,6.00351090386428,6.00351090386428,6.00351090386428,2.6629634445040584,2.582565420829068,2.5311781830417868,2.5813153032517446,2.50944945695871,2.513370588485757,2.527071944065422,2.5151128834674594,2.510528257895474,2.50922258957666,2.527361919735833,2.505549851088737,2.491545057027008,2.506348421205188,2.5272231850073505,2.5292838411566083,2.4921501864306093,2.5289684433257347,2.4985853999093743,2.530217481680987,2.4969035635913674,2.508235135429833,2.511606878361905,2.5281492582929888,2.510611919537239,2.529661350726417,2.5294265797812203,2.5099292100666264,2.509109475507276,2.5220569811144204,2.509860306108402,2.5286961031849,2.493655148049505,2.5138505147719754,2.5082660227874074,2.508732714909775,2.4933789601082337,2.4918586037142854,2.510995606241624,2.491878480144687,2.5098721861018047,2.4974507257747702
scenario_2,run_9,2.2312676099313244,2.524893437329553,1.85775103749218,1.6627227392352102,1.737464805738002,1.6663792999939349,1.6054177115514576,1.574894289555962,1.4194302465772055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_2,run_10,0.0,2.488137073942202,2.4646065391152137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_1,2.156493808217781,0.0,1.681848659394005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_2,4.309122579876364,3.882300822141572,4.592910878425153,4.239364236943244,4.259413809262771,3.975652705715072,3.734840812477515,3.464627060835721,3.445201002020009,3.381410703228501,3.292204490496689,3.28975266283679,3.286844346809938,3.2811271644422177,3.280617573375508,3.271474276740233,3.268770312052528,3.266527827669085,3.250007682658893,3.24689317183816,3.246368953849774,3.2436724840840725,3.246792538784028,3.2476141440067945,3.2419763094309624,3.240821143660711,3.244041710962388,3.240613272699815,3.2405801353306702,3.2419233398370944,3.2430783340356784,3.2434834761947284,3.24214107471031,3.240289241660797,3.240655095059436,3.2397939920595884,3.23979446153692,3.24613224598041,3.238622276321528,3.2417880993242347,3.2446562162113697,3.239901986601819,3.2439613485022365,3.2394423671185297,3.243559969585172,3.243021821590897,3.24284277640404,3.2416415146176893,3.242154139147712,3.2448326575602
scenario_3,run_3,3.5362241700194508,3.54501583749568,3.4789281099062213,5.541519943919026,4.962302542565042,4.9361436169507416,4.899232076297537,4.272169919776268,3.280297625462876,3.257685597573569,3.258937970724221,3.2553470707924506,3.254328049855246,3.259507950891577,3.255449287247711,3.265011146388397,3.28257616610374,3.251370929039386,3.2528189957530307,3.244489170166161,3.254132704264177,2.1668571476139955,2.755627658470351,2.5983633580527377,2.5324237343030527,2.5303655457788725,2.5065733796775693,2.460834282246172,2.355118681470925,2.393920405625148,2.469646217681041,2.255349564421362,1.962667568592353,2.1456678387954216,2.076090509645126,1.95645231126127,1.6721309456827778,1.7836332406166813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_4,3.39469251581902,3.4194495681610086,3.246785569021361,3.2369094794082525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_5,4.133674251433535,4.19700503824729,4.28377093847962,4.332189067580825,4.6869877121877215,4.446509974750895,3.541271242933324,3.1545422120588857,2.341141609981018,2.140146664927151,2.142128469658838,2.1391715772200066,2.208243847290295,2.2837544349106507,2.015540155460176,1.910627182089938,1.9174380520232943,1.97393301635962,2.648973953612752,2.0665023864347978,2.592204484784516,2.5784479154910747,2.5879743217551283,2.5627082645816226,2.524646340724827,2.5198701981312954,2.5172445967747823,2.455425817613917,2.430680403915312,2.4568699579595483,2.453561921608048,2.100539527724989,1.9495252161161096,1.94608883107342,1.739174689382747,1.6743584436421153,1.692369179178832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_6,1.7127787492026822,3.7074298167159614,3.5761991041223475,3.308312371974311,3.285865912867381,1.925293256003534,3.2529557761002152,3.25186718289307,2.7059213349824467,2.153603433573996,2.0819535187623988,1.6438064311892842,1.6372948939749463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_7,3.1459455383665467,3.2564467910246413,3.2521009022488827,3.2490422915051176,3.240013824733304,3.243519759163279,3.2423190029189857,3.240085094639192,3.2434402365949366,3.245411657612426,3.245529774776857,3.2422068520254466,3.242508650675859,3.242666570881018,3.2453247909304093,3.242942445988547,3.2423967993206086,3.2449309714779107,3.246998647577033,3.2426339527097743,3.244127372694668,3.243004434484908,3.2450712688860635,3.241463693916383,3.2422146251862767,3.242250941345193,3.244112934438259,3.246428370806767,3.2411970748795,3.2442327334858456,3.246970350366654,3.243849972133248,3.2434852956106948,3.243866644072139,3.246719209060972,3.24328078330163,3.240850774684014,3.240442932650135,3.2453456946529866,3.2431132875562034,3.245971029354523,3.2419379238874653,3.245296885421099,3.2385244626712018,3.245085560171596,3.244430366090579,3.242308524750233,3.243392685281673,3.242962211399864,3.243374879079064
scenario_3,run_8,2.2476981926952524,3.3825200150587094,3.255905309989384,3.2919573307699728,3.2606814964288526,3.257762790215549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_9,2.9658519736867515,3.225632262417878,2.207453420937604,2.3035689939339448,2.1413426585382744,2.0543804328630704,2.08426123500311,2.082939463778437,2.148393064869419,2.130356872059731,2.120052543384165,2.14934841541578,2.118882049751897,2.058817444570273,2.1110314842040205,2.09503918314651,2.0870917893689622,2.0883507323039767,2.0664781523024245,2.0925960239237305,2.0455187812931936,2.0894927377347257,2.0785321136751627,2.104196147590701,2.101276770746193,2.094035503871769,2.062750618176904,2.0751529720134045,2.0665807097055326,2.061055883216685,2.0580451632463417,2.0691993463576366,2.056298724394617,2.072462324334655,2.05426356906164,2.071618432552794,2.070894892603249,2.079970557421417,2.075348529148976,2.0532530701067406,2.0743866265026165,2.0708956505047555,2.081557299529847,2.07369010646999,2.0683918599445787,2.064727773605755,2.075840478937377,2.018479770133454,2.06862105807004,2.079185020686249
scenario_3,run_10,4.411083778478063,4.740782644497268,3.428869892848254,6.146960779046609,3.560322321696498,3.499225664456388,3.634304302276612,3.4042680401219143,3.3239319140625723,3.476936166522007,3.2784218880549507,3.2968628174413857,3.39999960515703,3.3392325662451303,3.2795491601982705,3.3463848262171587,3.2995457887131447,3.2660604523234515,3.2776630564798364,3.279403996908872,3.264825649316172,3.2588335108627,3.2462068929442585,3.3035373093988003,3.3569376015644727,3.277525253168305,3.2662420295063006,3.251152917959273,3.277219276087884,3.250725044790221,3.271801901695274,3.2473728858078785,3.246189101419751,3.2446110574244016,3.296049780947724,3.2645065596211245,3.299481903256888,3.2529356731585803,3.3006007970289204,3.2698570002849423,3.2500451144797804,3.2427755805947767,3.2450479842112467,3.263246296241699,3.2484730040311782,3.264880312589398,3.2493863272478003,3.2629011554130405,3.398010964126794,3.308150368601144
scenario_4,run_1,3.397587489938883,2.350229346515149,2.727073986026565,1.6124577843567012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_2,3.275101319672038,3.181465788402835,2.350244843596655,2.350750378147001,2.575261201418958,2.403455779674389,2.349048540824726,2.289071067137689,1.895936128472165,1.6000345654825008,1.56313853965634,1.4666437040394318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_4,1.758561315526327,1.7587920993980874,2.819879324220284,2.967216296403537,3.190676090375642,2.99800587617016,3.0542480678510207,2.971567272321761,2.9640703356762,2.5486071963079806,2.74365998934509,2.71490286257446,2.590368955295337,2.5513730968162114,2.5058889184924418,2.402237475959843,2.321852162488405,2.3294992969262656,2.305305232320308,2.2483007517312217,2.1136812905152844,2.096424075045756,2.07826350538982,2.087629408129458,2.093570140165941,2.055473896145682,2.078076497506644,2.055252432342571,2.031697155322758,2.0513858604726782,2.0580623546900725,2.042084630504797,2.063373564281844,2.0309123389322563,2.022972531991287,2.0551931117911915,1.8238917371556,1.6735308512306053,1.6148658023050086,1.6137038940569544,1.607895920850444,1.611876297066179,1.6075949134731962,1.5884244405512775,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_5,1.7343506755002749,1.602578736483378,3.47066299833974,3.47193838821072,3.4856465814827065,3.4756205333320938,3.481581468423107,3.4786302553393966,3.471266289510631,3.455899027991071,3.289624098766556,3.457805797634034,3.45401827071168,3.4566375923859614,3.2346130005444724,3.4674170369296697,3.25167747968874,3.236451425922356,3.463732671539386,3.449471599878677,3.4479423618547784,3.2417755258527574,3.439148380824284,3.442563943360766,3.447287391939685,3.415256840908061,3.322534825567364,3.213698076695468,3.2174790083453257,3.197847849722615,3.139362338338547,3.0873109583958795,3.079078625382765,3.0838406941684013,3.083228518778301,3.0855713778103886,3.1944300014011304,3.132306294834072,3.160213568091249,3.15996835546601,3.160317464212969,3.1594020846899493,3.1596367429700565,3.1577260221639385,3.177893269999997,3.161039908798076,3.127769760530769,3.122682998759789,3.127115326937116,3.180445528333615
scenario_4,run_6,2.442979050888716,2.43620853954938,1.90983693393638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_7,2.3116292848432054,2.5752339112198857,3.5070065066431813,3.5446934061955795,3.5446934061955795,3.528084273430399,3.528003894891345,3.5279752166571483,3.527955207390796,3.5279435586377463,3.527928786089434,3.527927085551728,3.527927085551728,3.527927085551728,3.527950435494433,3.527961539668726,3.52796391413906,3.527962908194489,3.5279605157102294,3.52796953206864,3.5449592377201697,3.540028720744006,3.52796953206864,3.543779526974995,3.542755127004469,3.52796953206864,3.5449723170878307,3.54355192330075,3.52796953206864,3.527969379954334,3.543019852281226,3.543574831480219,3.52796953206864,3.539525526090581,3.5410779578332803,3.52793364499153,3.52796953206864,3.554550910777785,3.52796953206864,3.5495670383351245,3.52796953206864,3.52796953206864,3.52796953206864,3.5449067837578685,3.542587268691754,3.536350625248021,3.5501344060988145,3.52796953206864,3.52796953206864,3.5423161637838314
scenario_4,run_8,2.1818301562900264,3.4779762328732367,3.473809982061572,3.471265526048448,3.4683917340952544,3.453434704096873,3.455671731385595,3.4565090872207644,3.4567749560175027,3.454271696206457,3.45489316737578,3.452734257612767,3.456064245638524,3.4523227530248826,3.4519643545732173,3.447479651067155,3.4355788985564364,3.394024994815553,3.3804990173963736,3.30328612960878,3.286764906073713,3.293492360984654,3.21083595633712,3.2495362662771763,3.2091883145687987,3.1723336031746108,3.1723336045627915,3.1104108531383017,2.989777644479787,2.963232751772626,2.972875240604424,2.9902495143078576,2.9695370400158003,2.9315148724962574,2.9898109374708826,2.140944612984513,2.931665682402272,2.9303155300630706,2.885675877982801,2.93271280196381,2.854368971173713,2.909236807679492,2.86016669501204,2.842278012612571,2.8466802521082646,2.849092685871874,2.84570853477667,2.800862465710988,2.8754840617183124,2.85962482358612
scenario_4,run_9,1.8637669071144325,2.3055377417289304,3.2430387501532456,3.471913310695874,3.533519113312692,3.502574645059267,3.507349127686251,3.4920159885566804,3.474443804236365,3.475562635887557,3.4631069236861016,3.4675418237994773,3.4590869102488617,3.43996557490996,3.4307233715192367,3.4197494059651112,3.383578797142329,3.378192635882264,3.373385273939719,3.271737670452082,3.259194951855518,2.793367251774896,2.767026650825225,2.750233080531018,2.6704990048187587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_10,3.120136582465239,2.231123389324192,2.669764923685798,2.391861448436788,2.2585771218386776,0.0,2.2308720102638686,2.240297615116179,2.199716058272237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_5,run_1,3.059910066831276,2.9402476550892747,3.0507711596940887,3.679344041312217,3.735864506974192,3.734456208361249,3.734456208361249,3.7345808541974006,3.736294365515607,3.736165761979635,2.794841250009952,2.756539065145628,2.750104249746486,2.5431861541421483,2.615282068544259,2.667475706868877,2.545472423765033,2.434287659402122,2.523495082382203,2.268855925738085,2.521259131580346,2.439894494790758,2.5077851706811827,2.5165256339797466,2.515574267080209,2.4708809459377905,2.525656892611812,2.475929242040167,2.494644419628892,2.466191306969101,2.4830887102780888,2.4689695195344696,2.486421466726268,2.5091844892814814,2.4653396833016634,2.4723488680741257,2.5289031946035587,2.495010296682258,2.496543795323839,2.519031036562937,2.4768049981691163,2.482155585103413,2.4811214044820966,2.486911837621532,2.500315597751343,2.482614588090429,2.513441804415847,2.516638128111301,2.4743028906938065,2.48194924977654
scenario_5,run_2,2.88712423819889,3.224997853521038,3.3350749890288403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_5,run_3,2.601872499575304,2.53284579169834,2.6720972921565083,2.730360204513757,2.65027752102322,3.541695041298724,3.084260991490735,3.3751892954086404,3.545953422532903,3.546335636525,2.927233445005749,3.5432986441179257,2.875867163473706,3.546575638653903,3.130112995496767,2.9462565097778297,2.9778036266254966,2.699893598248865,2.9028548740012323,2.876787012461561,2.854873824161902,2.8178927897261903,2.544447154682927,2.7863133098096244,3.095681450842607,2.6611784905950344,3.007839201424773,2.6446871979202244,2.5376396850586205,2.4072106822803248,2.532682181188754,2.5986626826502133,2.380139146983632,2.6962328335665755,2.3702939906006737,2.2675514617984813,2.322654086163057,2.2870315600956226,2.290688136126949,2.316172119897737,2.2622593011310617,2.2733891468563363,2.282501179678062,1.992801669122244,2.252535762083224,1.975394640971652,2.018715635079504,2.000418004877349,1.9856819870189364,1.8890693943128447
