id,npc_vertical_before,npc_horizontal_before,npc_behavior_before,pedestrian_vertical_before,pedestrian_horizontal_before,pedestrian_direction_x_before,pedestrian_direction_y_before,pedestrian_speed_before,weather_sun_angle_before,weather_fog_density_before,npc_vertical_n,npc_horizontal_n,npc_behavior_n,pedestrian_vertical_n,pedestrian_horizontal_n,pedestrian_direction_x_n,pedestrian_direction_y_n,pedestrian_speed_n,weather_sun_angle_n,weather_fog_density_n,npc_vertical_rp,npc_horizontal_rp,npc_behavior_rp,pedestrian_vertical_rp,pedestrian_horizontal_rp,pedestrian_direction_x_rp,pedestrian_direction_y_rp,pedestrian_speed_rp,weather_sun_angle_rp,weather_fog_density_rp,npc_vertical_silence,npc_horizontal_silence,npc_behavior_silence,pedestrian_vertical_silence,pedestrian_horizontal_silence,pedestrian_direction_x_silence,pedestrian_direction_y_silence,pedestrian_speed_silence,weather_sun_angle_silence,weather_fog_density_silence,npc_vertical,npc_horizontal,npc_behavior,pedestrian_vertical,pedestrian_horizontal,pedestrian_direction_x,pedestrian_direction_y,pedestrian_speed,weather_sun_angle,weather_fog_density
generation_8_individual_3_cell_0,0.45243002569967,0.9392641550222856,0.9117579723920484,0.442563855166288,0.5402600709784695,0.0334826198668036,0.1314173226439448,0.0844114363598029,0.3277223310901811,0.1850604034025292,False,False,False,False,False,False,False,False,False,False,0.9475768508890884,0.8699630832194641,0.8964158730249594,0.6665523703140563,0.2999108194457668,0.6096299103551165,0.8480624377266398,0.4975750829573774,0.8370807574779182,0.5561058711867176,False,False,False,False,False,False,False,False,False,False,0.45243002569967,0.9392641550222856,0.9117579723920484,0.442563855166288,0.5402600709784695,0.0334826198668036,0.1314173226439448,0.0844114363598029,0.3277223310901811,0.1850604034025292
generation_8_individual_4_cell_0,0.45243002569967,0.6585078486457533,0.4237142884008616,0.442563855166288,0.5402600709784695,0.184955583635372,0.4685606487247877,0.0,0.3277223310901811,0.4448006631427889,True,True,True,False,True,True,True,False,False,False,0.377270124740572,0.8552765448294652,0.5627721838261303,0.7940631233494866,0.1473962753853595,0.5072057465566452,0.900572857636925,0.7045250373742542,0.0530665755538667,0.4828981830500929,False,False,False,False,False,False,False,False,False,False,0.45243002569967,0.6585078486457533,0.4237142884008616,0.442563855166288,0.5402600709784695,0.184955583635372,0.4685606487247877,0.0,0.3277223310901811,0.4448006631427889
generation_8_individual_5_cell_0,0.45243002569967,0.9392641550222856,0.4237142884008616,0.1418119754670399,0.5402600709784695,0.0334826198668036,0.8115573472375099,0.0844114363598029,0.1834221867900368,0.4448006631427889,True,True,True,True,True,True,True,True,True,False,0.2691946415972447,0.9555717248613962,0.3633378405033579,0.6591336772212004,0.5575611075907955,0.8088779348783259,0.7001231506150902,0.6214916667978667,0.8345915274153938,0.5413394202219302,False,False,False,False,False,False,False,False,False,False,0.45243002569967,0.9392641550222856,0.4237142884008616,0.1418119754670399,0.5402600709784695,0.0334826198668036,0.8115573472375099,0.0844114363598029,0.1834221867900368,0.4448006631427889
generation_8_individual_6_cell_0,0.45243002569967,0.9392641550222856,0.9117579723920484,0.2982637108661437,0.0,0.184955583635372,0.0,0.0844114363598029,0.2321723738815457,0.6744171430796979,False,True,True,True,False,True,True,True,False,False,0.9599237815767858,0.4374701025207613,0.2860127109721936,0.0451922279795031,0.1820051190149582,0.8137793605282829,0.2173370481694454,0.3942401378925465,0.3790218341927094,0.4665259616292192,False,False,False,True,False,False,False,False,False,False,0.45243002569967,0.9392641550222856,0.9117579723920484,0.2982637108661437,0.0,0.184955583635372,0.0,0.0844114363598029,0.2321723738815457,0.6744171430796979
generation_8_individual_7_cell_0,0.45243002569967,0.9392641550222856,0.659232719866796,0.442563855166288,0.5402600709784695,0.0334826198668036,0.0,0.756947527947208,0.3277223310901811,0.1850604034025292,True,True,True,True,True,True,True,False,False,False,0.5765726709795947,0.3939820537203084,0.0948418454819651,0.7571770402197463,0.9152828234272538,0.3727360302878058,0.4603082913453405,0.0216824932160146,0.92862054892334,0.0472914580562706,False,False,True,False,False,False,False,False,False,False,0.45243002569967,0.9392641550222856,0.659232719866796,0.442563855166288,0.5402600709784695,0.0334826198668036,0.0,0.756947527947208,0.3277223310901811,0.1850604034025292
generation_8_individual_8_cell_0,0.45243002569967,0.9392641550222856,0.4237142884008616,0.442563855166288,0.5402600709784695,0.184955583635372,0.4685606487247877,0.756947527947208,0.2321723738815457,0.1693666380291928,True,True,False,False,False,False,False,True,True,True,0.8798536457234449,0.6620978184588774,0.3061613667972816,0.0170708279885155,0.1498076824817465,0.1349182975217383,0.2249796426853842,0.4708073529024076,0.8749391708017575,0.0017924059441118,False,False,False,False,False,False,False,False,False,True,0.45243002569967,0.9392641550222856,0.4237142884008616,0.442563855166288,0.5402600709784695,0.184955583635372,0.4685606487247877,0.756947527947208,0.2321723738815457,0.1693666380291928
generation_8_individual_9_cell_0,0.45243002569967,0.6585078486457533,0.9117579723920484,0.442563855166288,0.5402600709784695,0.0334826198668036,0.5326321782241211,0.0,0.3277223310901811,0.4448006631427889,True,True,False,False,False,False,False,False,False,False,0.646369025598947,0.7756879564760039,0.6601275216911988,0.2066332518612404,0.1553305612759277,0.6770609304480336,0.0120997773366081,0.9962340063004068,0.7632826370519047,0.1666093924279116,False,False,False,False,False,False,False,False,False,False,0.45243002569967,0.6585078486457533,0.9117579723920484,0.442563855166288,0.5402600709784695,0.0334826198668036,0.5326321782241211,0.0,0.3277223310901811,0.4448006631427889
generation_8_individual_10_cell_0,0.45243002569967,0.9392641550222856,0.9117579723920484,0.0096634222658551,0.3779224086408072,0.0334826198668036,0.1314173226439448,0.0844114363598029,0.3277223310901811,0.1850604034025292,False,True,True,True,False,False,False,False,False,False,0.5526747929146272,0.2326923131904154,0.7260923777975825,0.9378911196368208,0.3536788745054378,0.4266245166806023,0.3524852872105568,0.5860926449786588,0.8865331613843433,0.9517736493450344,False,False,False,False,False,False,False,False,False,False,0.45243002569967,0.9392641550222856,0.9117579723920484,0.0096634222658551,0.3779224086408072,0.0334826198668036,0.1314173226439448,0.0844114363598029,0.3277223310901811,0.1850604034025292
generation_8_individual_11_cell_0,0.45243002569967,0.9392641550222856,0.9117579723920484,0.0096634222658551,0.3779224086408072,0.0334826198668036,0.1314173226439448,0.0844114363598029,0.3277223310901811,0.1850604034025292,False,False,False,False,True,True,True,True,True,False,0.5167286919357406,0.6686651195892809,0.7496484755387615,0.8468255509170562,0.938174338924573,0.3970792353451462,0.1287160708404299,0.781254079216182,0.1401178996436611,0.6982029067612248,False,False,False,False,False,False,False,False,False,False,0.45243002569967,0.9392641550222856,0.9117579723920484,0.0096634222658551,0.3779224086408072,0.0334826198668036,0.1314173226439448,0.0844114363598029,0.3277223310901811,0.1850604034025292
generation_8_individual_12_cell_0,0.45243002569967,0.9392641550222856,0.9117579723920484,0.442563855166288,0.5402600709784695,0.0334826198668036,0.8115573472375099,0.0844114363598029,0.3277223310901811,0.1850604034025292,True,True,True,False,False,False,False,False,False,False,0.3116292245648867,0.6847094334697054,0.8971344186218871,0.0586618664063677,0.0747702528353377,0.1616850976319929,0.6214667810838206,0.4855571890444502,0.8406908303779775,0.0396395983092676,False,False,False,False,False,False,False,False,False,False,0.45243002569967,0.9392641550222856,0.9117579723920484,0.442563855166288,0.5402600709784695,0.0334826198668036,0.8115573472375099,0.0844114363598029,0.3277223310901811,0.1850604034025292
