scenario_1,run_1,3.135583781267952,2.7307994414899444,0.0,0.0.1,0.0.2,0.0.3,0.0.4,0.0.5,0.0.6,0.0.7,0.0.8,0.0.9,0.0.10,0.0.11,0.0.12,0.0.13,0.0.14,0.0.15,0.0.16,0.0.17,0.0.18,0.0.19,0.0.20,0.0.21,0.0.22,0.0.23,0.0.24,0.0.25,0.0.26,0.0.27,0.0.28,0.0.29,0.0.30,0.0.31,0.0.32,0.0.33,0.0.34,0.0.35,0.0.36,0.0.37,0.0.28,0.0.29,0.0.30,0.0.31,0.0.32,0.0.33,0.0.34,0.0.35,0.0.36,0.0.37
scenario_3,run_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_5,0.0,3.3531164089710086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_6,2.925080471078521,3.2512085239514787,2.440951850413852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_7,3.698080592116448,3.543986217577727,3.5443680640331268,3.3415743916016813,2.5419631742587288,2.1995723589116616,2.0126935443925933,1.6138014432187358,1.871381696276284,1.92024802745581,1.930345378401128,1.8411360225949247,1.7858182580334565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_10,3.2242230364190942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_2,1.4821327021817376,2.27925762934812,2.3437511676865204,2.514548478778625,2.4811952206962675,0.0,1.9435728555542675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_5,0.0,2.9653992897362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_7,2.29293703924978,2.7749124086729604,2.252503709029769,2.745426249915832,2.6075769494882106,2.554750800855142,2.4214540761850385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_8,2.6629685106195726,3.968255420781692,3.0718849175747045,3.0765264024589465,2.598056790367544,2.4392417596936067,2.014357166148669,2.0046111530106896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_9,2.883915635526765,2.1057400642322706,1.852362617138665,1.7932947048135968,2.1022726143160035,2.0873792402518405,2.0368614696350287,1.7500203023859011,1.7312441494635598,1.6669147126552155,1.5346594042623711,1.6432835601612357,1.666102536342225,1.6492837758943888,1.6520551103025571,1.643220819147602,1.6629525574838109,1.6518293260932695,1.6514761086391407,1.6595384008982947,1.6531931399947468,1.6573242511429256,1.660619807293486,1.6597614585361136,1.6543496324016842,1.6580848873938137,1.6558227549619482,1.5463840799683015,1.6566915628741,1.6576912944986228,1.6558108279700396,1.6530295807396882,1.6529537764330184,1.6557044354983133,1.654674279639834,1.6555958988016866,1.6298856200149612,1.653616198444577,1.6549380754190506,1.6277269566595611,1.6558108279700396,1.6530295807396882,1.6529537764330184,1.6557044354983133,1.654674279639834,1.6555958988016866,1.6298856200149612,1.653616198444577,1.6549380754190506,1.6277269566595611
scenario_4,run_10,0.0,2.514720289699861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_5,run_1,4.864182908973777,3.0987843173129743,2.0503504538213995,1.951550221807588,2.2088238880549445,2.0954966915743105,3.5507642819977803,3.5507642819977803,3.551335738846128,3.5508841620388307,3.542456828249488,3.542456828249488,3.542436105661426,3.5377262046920444,3.5305312747195567,3.529775575384005,3.5292565660861337,3.529196222385536,3.529293750389217,3.529604493205672,3.5296046899877465,3.528028720805935,3.52973251136436,3.529572688122616,3.5295724544392053,3.529541037072282,3.5295724544392053,3.5295410182966336,3.529541170390104,3.529541391486337,3.529541391486337,3.529541391486337,3.529541391486337,3.529541391486337,3.529541391486337,3.529541391486337,3.52925123954833,3.529572388151428,3.5295724028169384,3.529572401478557,3.529541391486337,3.529541391486337,3.529541391486337,3.529541391486337,3.529541391486337,3.529541391486337,3.52925123954833,3.529572388151428,3.5295724028169384,3.529572401478557
scenario_5,run_2,3.297577126911156,4.767246128436014,4.49594025702115,4.634143675916312,3.6490434539008247,3.856036854659756,3.2210967298989828,3.749495160437944,3.683422659302444,3.732179936383284,3.663260131941367,3.6561375284525854,3.598849910364524,3.5728462068457985,3.608613036416729,3.5510601633414414,3.548110099497967,3.3795442515576664,3.424511599071264,3.195005118380426,2.143662194122979,1.862742065832636,1.8543357484292888,1.8918770628446115,1.841031337528934,1.8673823624415893,1.8633116406648007,1.8398540145384268,1.8600803949407885,1.8406174161531912,1.8569098082342768,1.8544252232309928,1.8476455576780608,1.844917501273728,1.8451940817004413,1.842755431948865,1.841438042648346,1.8440158506883164,1.8441328089789275,1.8481011834391683,1.8569098082342768,1.8544252232309928,1.8476455576780608,1.844917501273728,1.8451940817004413,1.842755431948865,1.841438042648346,1.8440158506883164,1.8441328089789275,1.8481011834391683
scenario_5,run_3,2.755495838119567,3.345586892739692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_5,run_4,3.530907337515424,3.5318023582046103,2.531488571295147,3.530890143841788,3.5313046010429074,3.529456362866874,3.516345134648076,3.5322811666230414,3.5306956646461227,3.52868707690474,3.528546103392208,3.526447507370296,3.526755785319458,3.5267570151588234,3.529194905482868,3.529194905482868,3.529234947894861,3.529234947894861,3.529234947894861,3.5266063304772786,3.529234947894861,3.5292347698957345,3.5266341650043675,3.526606344991618,3.5266341650043675,3.5266341650043675,3.5267826822037875,3.525698239177378,3.526531624933688,3.5266341650043675,3.529078593348719,3.529025109145367,3.528987947463166,3.526537960060788,3.528987947463166,3.528807686030608,3.528999396197847,3.528999396197847,3.526535966062331,3.526535966062331,3.529078593348719,3.529025109145367,3.528987947463166,3.526537960060788,3.528987947463166,3.528807686030608,3.528999396197847,3.528999396197847,3.526535966062331,3.526535966062331
scenario_5,run_5,2.8115773091083733,1.8042245242527688,2.6599324641125173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_5,run_6,3.2244412144523418,3.198508274315219,3.172544090481201,3.563949546645762,3.563881874498786,3.563881874498786,3.5624457824824045,3.55401648393626,3.5572289296215254,3.5537335699950843,3.539907550942233,3.537817851120481,3.5317419173209945,3.5317419173209945,3.529484029632989,3.529484029632989,3.5294839720558766,3.529136344508735,3.529094173276511,3.529081003167572,3.5290816770347813,3.5290870126402627,3.5290870126402627,3.52908525414206,3.52908525414206,3.5290870126402627,3.5290870126402627,3.5290870126402627,3.529086846952913,3.5290869021779074,3.5290869021779074,3.526801982158624,3.526801982158624,3.526801982158624,3.526801982158624,3.526801982158624,3.526801982158624,3.526801982158624,3.526801982158624,3.5267843581735163,3.5290869021779074,3.526801982158624,3.526801982158624,3.526801982158624,3.526801982158624,3.526801982158624,3.526801982158624,3.526801982158624,3.526801982158624,3.5267843581735163
scenario_5,run_7,2.621235525554154,3.562439488807927,2.0255844420166977,3.5623354918799333,2.036004878569224,3.562522271839854,3.5624144920281724,3.558143309928512,3.5631182767313407,3.5631206467317664,3.5633559400649064,3.5623684372450657,3.562381829826746,3.5866964624357363,3.564154451616159,3.537750465799456,3.562954955889755,3.550451465646152,2.2302196635721776,3.1859675808526684,2.697588796439271,3.540386339985744,3.5371473873457964,3.529230824065467,3.53644413271589,3.5298693377186416,3.539860070118815,3.5371331538841373,3.532605158268319,3.537089843894951,3.537106627789671,3.5369177733998525,3.529578838337778,3.529449293756972,2.705776431485305,2.910105061588347,1.898519000283005,3.5293010858021705,3.528073070751333,3.5369793733754933,3.537106627789671,3.5369177733998525,3.529578838337778,3.529449293756972,2.705776431485305,2.910105061588347,1.898519000283005,3.5293010858021705,3.528073070751333,3.5369793733754933
scenario_5,run_8,5.659943098759068,4.950114915717457,3.9696572999120896,4.000144534804333,3.5815455414778525,3.5561109980160643,3.5354132676955503,2.8162446103892003,3.2751576638590776,3.15300068140386,3.03581095654934,3.140372859173713,3.1000212242620897,3.059258020427467,2.986454794418364,2.586952019423066,2.895778901639854,2.8917181646315755,2.57177574824452,2.649660434239654,2.4784842692482503,2.61977340658778,2.4795897068539845,2.507889810988773,2.4477874249016462,2.500132820440052,2.4415374390469458,2.492802549826846,2.4562179074439734,2.461055273630872,2.4805296584586114,2.477249266135724,2.51777656790773,2.440275524299169,2.528127316675995,2.4467723770819583,2.4406386627775776,2.4462390978378394,2.432513465657564,2.4363582878253114,2.4805296584586114,2.477249266135724,2.51777656790773,2.440275524299169,2.528127316675995,2.4467723770819583,2.4406386627775776,2.4462390978378394,2.432513465657564,2.4363582878253114
