scenario_1,run_1,2.9986037348517294,4.938811871421187,4.8944909993401975,4.896190694325343,4.872418644615935,3.211072153914857,3.331293761977516,3.319230098305736,3.322357218889376,3.298797689992738,3.295450334001284,3.164022653368567,3.164016931847352,3.164016931847352.1,3.164013117499876,3.164016931847352.2,3.164016931847352.3,3.164016931847352.4,3.164016931847352.5,3.164016931847352.6,3.164015024673614,3.164016931847352.7,3.164015024673614.1,3.164016931847352.8,3.164016931847352.9,3.164016931847352.10,3.164016931847352.11,3.164013117499876.1,3.164016931847352.12,3.164015024673614.2,3.164016931847352.13,3.164015024673614.3,3.164015024673614.4,3.164016931847352.14,3.164016931847352.15,3.164013117499876.2,3.164013117499876.3,3.164016931847352.16,3.164016931847352.17,3.164016931847352.18,3.164016931847352.13,3.164015024673614.3,3.164015024673614.4,3.164016931847352.14,3.164016931847352.15,3.164013117499876.2,3.164013117499876.3,3.164016931847352.16,3.164016931847352.17,3.164016931847352.18
scenario_2,run_2,3.9589640022887753,3.955754690597597,3.9535975300232016,3.9536172433631656,3.9530389416548015,3.95799725104434,3.9576828293111808,3.953919592177491,3.954679760842101,3.91792257202472,3.932199470773444,3.929768778002373,3.924524206375903,3.9322792988232274,3.929472255763483,3.802984023584566,3.802461965250708,3.80201249883429,3.802180429041385,3.931351081659942,3.802678323842294,3.246528439517649,3.2618637600321905,3.060718913228221,3.059577379551837,3.06135159643158,2.956583920725983,2.95333988940587,2.9518130894747268,3.0145253368946703,2.9605420315480844,3.0091271780884488,2.9574152679578813,2.9628356611691267,2.9912720633456966,3.003146953670294,1.9850209902089504,1.957145329370283,1.912327252586549,1.5411682133627316,2.9605420315480844,3.0091271780884488,2.9574152679578813,2.9628356611691267,2.9912720633456966,3.003146953670294,1.9850209902089504,1.957145329370283,1.912327252586549,1.5411682133627316
scenario_2,run_3,3.941135360441736,3.9489876502306656,3.9415868435132215,3.94198732994556,3.940782446660028,3.942909076001367,3.942960616119994,3.94346678822912,3.943367703175654,3.9417839913986494,3.940929487539396,3.9416010332029807,3.939640535231729,3.941608908335446,3.941944804571525,3.939637652181526,3.940128701826563,3.938066770857202,3.939463254555515,3.9390452120834767,3.934822260456632,3.936843861609669,3.937775830715416,3.938142585606216,3.9383337679621193,3.938348554826593,3.938729626919992,3.936731785397127,3.938005507841525,3.938212064894454,3.938211712142195,3.938531991126442,3.937071518638718,3.937529535535525,3.93564783456669,3.934936271232276,3.934519651783727,3.934804989632726,3.932489133339165,3.934964442083806,3.938211712142195,3.938531991126442,3.937071518638718,3.937529535535525,3.93564783456669,3.934936271232276,3.934519651783727,3.934804989632726,3.932489133339165,3.934964442083806
scenario_2,run_4,17.4703409629998,17.4703409629998,15.779483636944724,6.147512954556417,6.092154644522815,6.090998526901436,5.878992056066957,5.904366050551624,5.369621384178669,2.074004700935239,2.1512792664748424,3.093509182227497,2.474251054191614,5.358477037868401,4.17456204368718,2.97251988735715,3.4599934252456244,2.632697482543362,2.2764316948698693,2.274080962442319,2.002047685419397,3.996544149125474,2.4298489554968734,2.290495068439716,2.97579033295041,2.2444875617477456,2.816923881854111,2.95421703527707,2.1806950881518383,2.6234345611609906,2.330095167494407,2.2128995020892246,3.1328540323080665,1.969161940733521,2.5192761720173538,2.1292865807434094,3.0921848133130694,2.096573839555194,2.829013859726293,2.831116444773786,2.330095167494407,2.2128995020892246,3.1328540323080665,1.969161940733521,2.5192761720173538,2.1292865807434094,3.0921848133130694,2.096573839555194,2.829013859726293,2.831116444773786
scenario_2,run_5,6.041467695638132,2.190232681130908,2.6137802925886904,2.2883799418495,2.249007257187701,2.1805104854711925,2.0577774811732947,2.2823683969729704,2.2491650895983417,2.103360611141943,2.1241383515573875,2.0019554176695418,2.0095269061527423,2.007025675856482,2.003657257331708,2.0059950149297467,2.1001669246850665,2.031385270314746,2.003036697690139,2.0964305280704427,2.100454122028899,2.066606047870553,1.9884100922141297,1.9732552163456096,1.9787234083697325,2.099850291386153,2.010408217216006,1.971009162197657,1.97012271359918,2.079015262730113,2.085871793620328,2.040665225615632,2.0987135027682973,2.054966908894156,2.0996856849686765,2.089105810985856,1.973663230306032,2.0993083806030226,2.061998252841056,1.978016948722663,2.085871793620328,2.040665225615632,2.0987135027682973,2.054966908894156,2.0996856849686765,2.089105810985856,1.973663230306032,2.0993083806030226,2.061998252841056,1.978016948722663
scenario_2,run_6,6.021136198804695,4.701983124392187,4.721116011973858,4.907487430387911,3.1204591322786803,2.003512296450862,1.833598029303748,2.362218056880568,1.8357844219947472,1.9836367749202648,2.565059454203163,1.9661115809824383,1.9993840951794108,2.268059189277332,1.8359503964341493,1.9899444436309963,2.8006633192079256,2.295949277037054,1.8340740413151773,1.835844162793423,1.835515330051416,1.835808344017604,1.8347310487938573,2.229620306874593,1.834176058725524,1.838044833292289,2.021988524769302,1.8336017285665525,1.965188173884392,1.8342631824631488,1.8365956204846008,2.0788346162358216,2.009485093219306,1.8338421901619768,1.838973415055197,1.835866137792304,1.833841045174901,2.01455093570892,2.145472102943484,2.033611297761269,1.8365956204846008,2.0788346162358216,2.009485093219306,1.8338421901619768,1.838973415055197,1.835866137792304,1.833841045174901,2.01455093570892,2.145472102943484,2.033611297761269
scenario_2,run_7,4.3196489480968046,3.990325946705021,3.957717928842089,3.95658059919815,3.975068652374681,3.968542689528301,3.9624583508457896,3.94231938958415,3.9401963974167886,3.9406389226396175,3.9388071066930097,3.940301088875304,3.944040176044346,3.944003810811738,3.943482904451647,3.936036343891408,3.943612060168322,3.943532855602546,3.946291782726136,3.936213965072827,3.944929268910892,3.94393658299384,3.9436037627741225,3.939229392450106,3.943296456237994,3.9374726632888,3.941521042044982,3.942909296820602,3.942957782235272,3.822013144611932,3.690883601879701,2.3363238301699694,2.383939325749593,2.192135892699634,2.231586961103184,2.187138811642108,2.225421322174797,2.2103311926617817,2.238128360437796,2.2212086590350326,3.690883601879701,2.3363238301699694,2.383939325749593,2.192135892699634,2.231586961103184,2.187138811642108,2.225421322174797,2.2103311926617817,2.238128360437796,2.2212086590350326
scenario_2,run_8,3.985640752466199,3.9837282439640815,3.9838505013231376,3.9829008492409215,3.982202625461434,3.9825407926758896,3.982754146743378,3.974365268565563,3.971489532091412,3.972181705600277,3.962642235010668,3.4630633632894883,3.208766571991656,3.203656607819502,3.2041368447038785,2.8136047588051483,2.2655154521972607,2.264546438727323,2.225708961068173,2.225548743851642,2.2253198410443047,2.223923676459364,2.225189461688762,2.225357994997853,2.1550308088620564,2.195134056433197,2.154695458536651,2.155076580983637,2.1562435624997907,2.23275236293368,1.5105985412020129,1.4405192839511003,0.0,0.0,1.3656627666532517,1.4234686645165864,0.0,0.0,0.0,0.0,1.5105985412020129,1.4405192839511003,0.0,0.0,1.3656627666532517,1.4234686645165864,0.0,0.0,0.0,0.0
scenario_2,run_9,0.0,3.923652198317928,4.479244652966333,4.200144831497179,2.2328628510107067,3.6284229209052064,4.04171870307242,3.826822047498077,4.36092074453543,2.725871099777518,4.106793205369028,4.129083936116547,4.414233517722873,3.621661860421112,4.0400529045420415,4.168037478448756,2.122959945082541,3.591182564839202,3.976808024576623,3.9953193466686048,4.203420661017397,4.327577769213595,4.208338942882945,2.7867032895152777,2.5903646218647767,3.888604029683188,4.461537527919751,4.347872749270524,4.125756130311786,3.9197245336133806,4.122503074526357,2.697473811814036,4.329111449599082,4.1870157601932005,4.166873051610349,4.147136745636379,4.075257555306932,4.194569763299744,3.743724946494348,4.02846307484927,4.122503074526357,2.697473811814036,4.329111449599082,4.1870157601932005,4.166873051610349,4.147136745636379,4.075257555306932,4.194569763299744,3.743724946494348,4.02846307484927
scenario_2,run_10,6.2258607325960975,6.265549334976784,6.260878820011341,2.3703233699453667,2.07435609936131,2.075993994629793,1.9920964599621105,2.07510773845622,2.079385499989365,2.07566842043555,2.073484640891079,2.079305548676019,2.0739256763944334,2.0794035250269904,2.0769033013013294,2.0724714905235166,2.075209048071451,2.0754409095504167,2.0748699366369903,2.036187172939916,2.034210618555853,2.037676235753039,2.0352574323325783,2.036102298138001,2.03431526592198,2.03557828247589,2.035397960424145,2.0339973028457865,2.020425739443271,2.0198448645118887,2.294543755735772,2.0232262494498108,1.987721295939871,1.9869106159323977,1.9877294738404785,1.987566085692361,1.987930193334693,1.990305169143108,1.9864333697433776,1.9853136826978923,2.294543755735772,2.0232262494498108,1.987721295939871,1.9869106159323977,1.9877294738404785,1.987566085692361,1.987930193334693,1.990305169143108,1.9864333697433776,1.9853136826978923
scenario_3,run_1,1.949226190165456,2.032127053642724,2.117097326876481,1.9066236299411352,2.0657285412723563,1.856437655279888,2.0082448293270656,1.8429004522214285,2.055286725948652,2.0225962904588903,2.0304495368016333,1.838026824445072,1.974378079842129,2.0255697089247566,1.7744651317775435,1.947344447735537,1.890671481765508,1.9732141355878527,1.98586848752912,1.924315040621992,1.886511030665032,1.8643177798565305,1.8509200707947924,1.885347851245402,1.8491727388904395,2.030662831848852,2.014062075126,2.05664923598012,1.817093865066432,1.885008424700964,2.072740588950829,1.8815341599266668,1.911128414806165,1.885958585389453,2.0169687424630043,1.7600940949571873,1.9575160848529365,1.9366177246732512,1.99966735157047,1.946336390397281,2.072740588950829,1.8815341599266668,1.911128414806165,1.885958585389453,2.0169687424630043,1.7600940949571873,1.9575160848529365,1.9366177246732512,1.99966735157047,1.946336390397281
scenario_3,run_2,5.163302680146058,4.913666598655203,5.588404892296963,4.903108915007288,4.89549840939065,4.89492210763414,4.888794590146336,4.894771923764926,4.894771923764926,4.883087102177457,4.876304261081153,4.867738934655505,4.834554496362028,4.8351351082006175,4.830039073694895,4.8295972456977365,4.829454851612831,3.467496390424198,3.2278426390026693,3.228083204311699,3.2702567102367333,3.2241682736140738,3.265163085767256,3.2835611444140187,3.3991009654397213,3.282651167488552,3.263285384054524,3.467348211779828,3.2761850865844235,3.3354191043108745,3.3382262839507657,3.466291822042957,3.263954716427473,3.2829145398607857,3.267872227878606,3.239471091567144,3.281635033668361,3.2888825950469505,3.272916044325761,3.336186760268037,3.3382262839507657,3.466291822042957,3.263954716427473,3.2829145398607857,3.267872227878606,3.239471091567144,3.281635033668361,3.2888825950469505,3.272916044325761,3.336186760268037
scenario_3,run_3,8.550579254875721,7.90370518504782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_4,3.428627224882544,4.433167308891087,3.481323253978818,3.458495114170769,3.525868053931318,3.381045640868121,3.430965423395849,3.429871316078656,3.385741233527677,3.4304927864483314,3.428177105022208,3.4303392200196594,1.532103523754854,1.5603237080111607,1.5269615944337742,1.6033684132350745,1.3887355745059402,1.5641977933792484,1.5201672076446884,1.600650803915783,1.385980969849563,1.5668408411750083,1.5583722342359054,1.5504406363084735,1.642119594195504,1.5618980882134514,1.5746766372717629,1.60188946541017,1.6428352247034366,1.605684281353044,1.557607310052464,1.6025804850981642,1.643052451720485,1.3956659848478297,1.557202208021387,1.3953424746557606,1.636579428146776,1.558019519320835,1.5573913866535145,1.6028216539722266,1.557607310052464,1.6025804850981642,1.643052451720485,1.3956659848478297,1.557202208021387,1.3953424746557606,1.636579428146776,1.558019519320835,1.5573913866535145,1.6028216539722266
scenario_3,run_5,2.018001289230365,3.065044716332982,2.51341427601818,0.0,2.8882903630525587,1.9519420502557063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_6,6.486246780145945,6.48376323045574,6.47304152991223,6.47304152991223,6.47304152991223,6.47304152991223,5.24812836383742,6.453334669280119,6.453334669280119,6.471155873428205,6.489321169408579,6.375615715821231,6.479695856213791,6.489321169408579,6.453214533551087,6.489321169408579,6.4532679508135065,6.4532303110496105,6.453481408045016,6.489321169408579,6.4869770383648016,6.354917390121993,6.385356216439339,6.496634952557867,6.354374829976494,6.387266805199108,5.331232146788319,6.496634952557867,6.496634952557867,6.496634952557867,6.351765156983151,6.351765156983151,5.105915053432989,5.036694493151655,5.106188079500822,5.072321663994367,5.10625204330905,5.113334023029275,5.105976840036882,5.066650008451233,6.351765156983151,6.351765156983151,5.105915053432989,5.036694493151655,5.106188079500822,5.072321663994367,5.10625204330905,5.113334023029275,5.105976840036882,5.066650008451233
scenario_3,run_7,5.423889239586753,6.116381565990796,5.374396802628832,5.331737377657737,4.320509047784467,2.2842519370624714,2.238856288447236,2.074250297357364,2.0353460110718964,2.034445247161959,2.012173090261905,2.011016063909819,2.010652598096073,2.004110206832249,1.9456858196522049,1.9195352028722377,1.920268621938657,1.919158479850794,1.920902543640444,1.92248371634802,1.9215661965013529,1.6299659478641455,1.9557870868417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_8,4.839924269886508,5.3317339332950375,4.837274891429353,5.249288361653946,5.12977598153666,4.800789312890855,4.846242706646636,4.782034775156755,4.3487240669990985,4.340047244270664,4.010666799189504,3.1206522743929423,2.983987901979787,3.0434432352895584,3.062999787837351,3.215997615822043,3.108417807645768,3.1296408988816986,3.125192686986836,3.1245661044924224,3.127600437736322,2.958262747284786,2.7996386849145627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_9,5.082665684964551,4.719014608835304,5.131685713544799,4.917237137309265,4.838161466635871,4.722995248317406,4.5475242536940925,3.6977146193365726,3.197965188658632,3.19763598092493,3.193632951695954,3.1978255206727653,3.197457689770764,3.4116265271570176,4.689003593494515,4.65768448631575,4.607323321017235,4.586043165963321,4.314429930665757,4.275873307852472,4.224437959613639,2.046201207487083,4.224795803510965,3.7254021099454495,3.462511998761457,3.332056548008284,3.1328123405272987,3.13245812988223,2.81352438768823,2.8740959095283527,2.563163974953822,2.306745142467145,2.116960559039314,1.98369754724545,1.949218108409291,1.9476480213211416,1.5897880215985956,1.5081934315304328,1.5450688013474378,1.539974328536372,2.563163974953822,2.306745142467145,2.116960559039314,1.98369754724545,1.949218108409291,1.9476480213211416,1.5897880215985956,1.5081934315304328,1.5450688013474378,1.539974328536372
scenario_3,run_10,3.70544071015308,3.822218451435686,3.3670233378833507,3.243760649596499,3.2335272581941896,3.5884710796631096,3.532981531769447,3.239039465059105,3.193116678054698,3.243021635577024,3.2334237424522,3.3436936947998053,3.2322489082704053,3.236768394170471,3.6987603613255375,3.742954886738848,3.2313577495650443,3.222897705456448,3.2355254224782017,3.5954352111333847,3.233413100409676,3.233280257162101,3.24018768069834,3.2604700461564096,3.24003779173485,3.233995797812411,3.234410170330728,3.2352636016648315,3.480070083521702,3.519849631439603,3.742369745526716,3.2332694193594804,3.240300780858278,3.743092559213685,3.445399207166332,3.2337201100906805,3.2329689188694988,3.7429627574461866,3.2411392352818806,3.23753214515645,3.742369745526716,3.2332694193594804,3.240300780858278,3.743092559213685,3.445399207166332,3.2337201100906805,3.2329689188694988,3.7429627574461866,3.2411392352818806,3.23753214515645
scenario_4,run_1,5.150664719284679,5.34331934893545,5.246957699271322,5.139982995637906,5.139418835179328,5.151421317792399,5.139398921520553,5.149211642935268,5.140054449526657,5.137514465318347,5.136150025241832,5.240754726305212,5.165977184142718,5.230285665176869,5.155454928869325,5.166036051938978,3.467822524825508,3.459269755146788,3.369559051285524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_2,0.0,0.0,0.0,0.0,3.368891086182871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_3,9.872449282161144,9.867927582538805,3.7160189777432304,3.570079547505544,3.5685570911467943,3.2983669591988445,3.251774377472869,3.528146723885974,3.300067333516198,3.2990476989121644,3.3001533151637563,3.296863654372733,3.24370940169038,3.2995446927886323,3.2964430513260834,3.3110722169868185,3.300584391361008,3.5253789855687163,3.322742827090629,3.3827986415696114,3.312468852650856,3.2993398681237185,3.2424187353365226,3.151607963565904,3.25380466211408,3.5741322167389304,3.310998040486885,3.532039474090679,3.473521244709552,3.148852047826043,3.299320785325013,3.1498004451948782,3.1500708670855246,3.149001541872431,3.1498549014055675,3.1497850834060004,3.285565003262469,3.0965302586128165,3.293978816824618,3.393911841577034,3.299320785325013,3.1498004451948782,3.1500708670855246,3.149001541872431,3.1498549014055675,3.1497850834060004,3.285565003262469,3.0965302586128165,3.293978816824618,3.393911841577034
scenario_4,run_4,6.852257442164556,6.8518645157755245,5.390719846029773,5.219943129705428,5.155973197225889,5.132498356450369,5.158839052691247,5.162644697585163,5.136057755832022,5.157122673380831,5.158103783395696,5.130986858132608,5.130127409517629,5.132230661208348,5.137798118074831,5.141608824276483,5.132524719579199,5.133970439213383,5.134689717755188,5.141956592867214,5.155561784270538,5.1603987863399485,5.150466994981358,5.131770033559508,5.13313202250515,5.131250004548904,5.162724181871422,5.132779658553583,5.14656910258786,5.139239128032982,5.133350557357502,5.151686178734548,5.159729584886693,5.13177521277364,5.132841588924833,5.129272918091303,5.13340330738721,5.159683786289325,5.159462354080594,5.1340237445572745,5.133350557357502,5.151686178734548,5.159729584886693,5.13177521277364,5.132841588924833,5.129272918091303,5.13340330738721,5.159683786289325,5.159462354080594,5.1340237445572745
scenario_4,run_5,5.301517776846532,3.480681651020314,3.463965237805138,3.137750021613178,3.13855730532648,3.142445864754172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_6,4.918749522919574,4.978477214913723,4.463587400038825,4.464047038363179,4.60206291666102,3.333180660030272,3.282451517459816,3.2171421636242554,3.2089442459514697,3.1966172447838748,3.196847093060552,3.197103337678604,3.185416983927219,3.19689252920539,3.196705586281709,3.191651657605868,3.196728939405288,3.1968274405794497,3.197328960099376,3.197021361829873,3.195831174838896,3.193915048429096,3.18648072675992,3.18617438819636,3.1863935744557983,3.185473188810149,3.1863475496374827,3.18653060796963,3.18655686154032,3.18596543554592,3.1863465959423487,3.1865625939581403,3.186463871179986,3.185952121002097,3.186481260552722,3.1863175502228147,3.1856460184039945,3.186336091141682,3.1862551620683712,3.186295163042976,3.1863465959423487,3.1865625939581403,3.186463871179986,3.185952121002097,3.186481260552722,3.1863175502228147,3.1856460184039945,3.186336091141682,3.1862551620683712,3.186295163042976
scenario_4,run_7,3.536674436468188,2.807739492595344,2.787050183787353,1.7427619042930609,1.792100643558107,1.7673091507968308,1.771755533172875,1.8147597926508363,1.8127755063848183,1.8111276002004937,1.81149506034179,1.802199568583316,1.8158015062301656,1.813664736316216,1.73371420110284,1.765030692983517,1.7642218414132889,1.8104867048312605,1.781832559619486,1.7420065000414475,1.7660670703236434,1.815069048744412,1.794437543968472,1.792819949221783,1.7926457367779751,1.8127746582392483,1.7615506816154929,1.8138793104359627,1.795406628731969,1.813390105976156,1.7622043948531678,1.7918955651528314,1.7643638045759678,1.8134802063759048,1.814515551262244,1.7638733976860177,1.7909416916146197,1.7653912846260456,1.815340680710334,1.812961625918712,1.7622043948531678,1.7918955651528314,1.7643638045759678,1.8134802063759048,1.814515551262244,1.7638733976860177,1.7909416916146197,1.7653912846260456,1.815340680710334,1.812961625918712
