id,npc_vertical_before,npc_horizontal_before,npc_behavior_before,pedestrian_vertical_before,pedestrian_horizontal_before,pedestrian_direction_x_before,pedestrian_direction_y_before,pedestrian_speed_before,weather_sun_angle_before,weather_fog_density_before,npc_vertical_n,npc_horizontal_n,npc_behavior_n,pedestrian_vertical_n,pedestrian_horizontal_n,pedestrian_direction_x_n,pedestrian_direction_y_n,pedestrian_speed_n,weather_sun_angle_n,weather_fog_density_n,npc_vertical_rp,npc_horizontal_rp,npc_behavior_rp,pedestrian_vertical_rp,pedestrian_horizontal_rp,pedestrian_direction_x_rp,pedestrian_direction_y_rp,pedestrian_speed_rp,weather_sun_angle_rp,weather_fog_density_rp,npc_vertical_silence,npc_horizontal_silence,npc_behavior_silence,pedestrian_vertical_silence,pedestrian_horizontal_silence,pedestrian_direction_x_silence,pedestrian_direction_y_silence,pedestrian_speed_silence,weather_sun_angle_silence,weather_fog_density_silence,npc_vertical,npc_horizontal,npc_behavior,pedestrian_vertical,pedestrian_horizontal,pedestrian_direction_x,pedestrian_direction_y,pedestrian_speed,weather_sun_angle,weather_fog_density
generation_0_individual_1_cell_0,0.90133176603755,0.9831044151833708,0.3361239125435277,0.6856654317432578,0.2780075344897932,0.778096583803222,0.7156659347226328,0.467860524751696,0.03755097800824903,0.298429824061392,False,False,False,False,False,False,False,False,False,False,0.5639710538175812,0.9664917017297984,0.24441226552351916,0.03780235826766787,0.33454997538773146,0.9522756588600496,0.8322646672144577,0.11243051326096742,0.5295261239106737,0.04452267091480466,False,False,False,False,False,False,False,False,False,False,0.90133176603755,0.9831044151833708,0.3361239125435277,0.6856654317432578,0.2780075344897932,0.778096583803222,0.7156659347226328,0.467860524751696,0.03755097800824903,0.298429824061392
generation_0_individual_2_cell_0,0.05364256957052471,0.6931951274134297,0.6340472115110226,0.2374375313896959,0.09940813007780157,0.7065571405917808,0.5693869202752879,0.3507458674939582,0.9147478649390636,0.7336150982378888,False,False,False,False,False,False,True,True,True,False,0.21629818843666693,0.2970140882037561,0.1612608557205777,0.5484200883075108,0.3047830467422862,0.01271618614448744,0.2308456602807392,0.7348278037795711,0.12203323322244165,0.6220879362983511,False,False,False,False,False,False,False,False,False,False,0.05364256957052471,0.6931951274134297,0.6340472115110226,0.2374375313896959,0.09940813007780157,0.7065571405917808,0.5693869202752879,0.3507458674939582,0.9147478649390636,0.7336150982378888
generation_0_individual_3_cell_0,0.9497310006415848,0.9550311754163912,0.6141990977923796,0.0,0.10357993933104724,0.5086129560304236,0.17078686922122344,0.7886195385939287,0.5531148043406604,0.15084998532855964,False,False,False,True,True,True,False,False,False,False,0.4419954710515823,0.5783351736860429,0.22322893274309685,0.0006855493020426763,0.17222449007318966,0.9365328478820648,0.473442917807736,0.8125369777699369,0.7906072969100892,0.4791731907567788,False,False,False,True,False,False,False,False,False,False,0.9497310006415848,0.9550311754163912,0.6141990977923796,0.0,0.10357993933104724,0.5086129560304236,0.17078686922122344,0.7886195385939287,0.5531148043406604,0.15084998532855964
generation_0_individual_4_cell_0,0.7685738894305202,0.0,0.3957870577778645,0.514312246447011,0.4510622450776378,0.6256916166961026,0.9255683008846388,0.7139805528120753,0.12303482919852192,0.06594278076613014,False,True,True,True,True,True,False,False,False,False,0.2851383976896931,0.09088016149619538,0.6511375814756227,0.7559014997541225,0.13802829057641053,0.21906598458721616,0.8438111890969917,0.824558599607892,0.9247669714417852,0.799518955682449,False,True,False,False,False,False,False,False,False,False,0.7685738894305202,0.0,0.3957870577778645,0.514312246447011,0.4510622450776378,0.6256916166961026,0.9255683008846388,0.7139805528120753,0.12303482919852192,0.06594278076613014
generation_0_individual_5_cell_0,0.0098322492683921,0.9791254329591424,0.8854612609944891,0.5137936259336817,0.8311691918382463,0.3972522753030244,0.3951884411483089,0.5599782117933078,0.7185362643183807,0.1757737481584405,True,True,False,False,False,False,False,False,False,False,0.31557456418685303,0.7567370772094648,0.5501239946024514,0.007588514037076609,0.09764586113871387,0.5182309321444699,0.5998682639639004,0.7145103669810291,0.7175799801979359,0.03100180266579844,False,False,False,False,False,False,False,False,False,False,0.0098322492683921,0.9791254329591424,0.8854612609944891,0.5137936259336817,0.8311691918382463,0.3972522753030244,0.3951884411483089,0.5599782117933078,0.7185362643183807,0.1757737481584405
generation_0_individual_6_cell_0,0.7546745410265547,0.8004890967939701,0.015720402866705174,0.514312246447011,0.0038097515294018844,0.0,0.7156659347226328,0.5599782117933078,0.7185362643183807,0.1757737481584405,True,True,True,False,True,True,True,False,False,False,0.21880490669785213,0.6825103387610801,0.2948347498651226,0.4068534020431088,0.5719808445718709,0.027520536939446002,0.8768783135393877,0.7159735649450646,0.6785497310615793,0.7863366129631745,False,False,False,False,False,True,False,False,False,False,0.7546745410265547,0.8004890967939701,0.015720402866705174,0.514312246447011,0.0038097515294018844,0.0,0.7156659347226328,0.5599782117933078,0.7185362643183807,0.1757737481584405
generation_0_individual_7_cell_0,0.7685738894305202,0.4158401328170793,0.3957870577778645,0.24090498784167724,0.4510622450776378,0.6256916166961026,0.3951884411483089,0.467860524751696,0.03755097800824903,0.298429824061392,True,True,False,False,False,False,False,False,False,False,0.6250546825399583,0.12618386877165488,0.6363675491671594,0.3660297923646384,0.013076138886276569,0.04909698368145488,0.3355708654034635,0.3669015224781711,0.5266070523933667,0.4101937788408549,False,False,False,False,False,False,False,False,False,False,0.7685738894305202,0.4158401328170793,0.3957870577778645,0.24090498784167724,0.4510622450776378,0.6256916166961026,0.3951884411483089,0.467860524751696,0.03755097800824903,0.298429824061392
generation_0_individual_8_cell_0,0.8230802590507789,0.861608642473813,0.15418163315516664,0.4927256386397672,0.3288327806606249,0.2052472493199402,0.4077543511999323,0.18154211795817066,0.5808173303990007,0.18530281558680609,True,True,False,False,False,False,False,False,False,False,0.8779694883828252,0.11677806325683936,0.2770009853818997,0.03605170402280822,0.18578352491390224,0.2713642050455708,0.8006388586587362,0.7738318347660463,0.15498692138245596,0.572589847029402,False,False,False,False,False,False,False,False,False,False,0.8230802590507789,0.861608642473813,0.15418163315516664,0.4927256386397672,0.3288327806606249,0.2052472493199402,0.4077543511999323,0.18154211795817066,0.5808173303990007,0.18530281558680609
generation_0_individual_9_cell_0,0.5861593962582549,0.4764819894398463,0.9899480631548992,0.19658743786567512,0.3045008917068049,0.7133204544297583,0.6978398936839398,0.6441570209320994,0.2677990898908754,0.13754904304896742,False,True,True,True,True,True,False,False,False,False,0.5537009865682248,0.4225451999008125,0.2638910297907804,0.4852446310308301,0.7829362892148904,0.4048426693411293,0.9757901209817348,0.1881437180800658,0.27070331101318623,0.5625965874444689,False,False,False,False,False,False,False,False,False,False,0.5861593962582549,0.4764819894398463,0.9899480631548992,0.19658743786567512,0.3045008917068049,0.7133204544297583,0.6978398936839398,0.6441570209320994,0.2677990898908754,0.13754904304896742
generation_0_individual_10_cell_0,0.7546745410265547,0.8004890967939701,0.015720402866705174,0.0,0.0038097515294018844,0.15177353086741752,0.7156659347226328,0.467860524751696,0.29204472635405265,0.7091920493342587,False,False,False,True,True,True,False,False,False,False,0.9866368111890312,0.16673731014041648,0.2481184060395377,0.06663286841074256,0.932429062213435,0.4773989690541752,0.6896832651548553,0.6173129853043743,0.1907555013791813,0.9260172349664201,False,False,False,True,False,False,False,False,False,False,0.7546745410265547,0.8004890967939701,0.015720402866705174,0.0,0.0038097515294018844,0.15177353086741752,0.7156659347226328,0.467860524751696,0.29204472635405265,0.7091920493342587
