scenario_1,run_1,6.852111495078056,3.2703101366762146,0.5917088251893647,0.6751555785068484,0.0,1.6248926657341578,0.0.1,0.468179657086471,0.0.2,0.0.3,0.1982396537584932,0.0.4,0.7179662391232905,0.2389834452249872,0.9372742680559708,0.3195916958991914,0.3676028783412213,0.0.5,0.8331202663074485,0.7418803847078099,0.6931170276888463,0.9612629670964185,0.0.6,0.0.7,0.944822214544794,0.3760583353064096,0.0.8,0.0.9,0.0.10,0.1701096265920131,0.2219246466141325,0.2656664500103521,0.4438819707916387,0.0.11,0.0.12,0.634060965010512,0.2754934282198541,1.1478691221072204,1.101342147170328,0.2681971551668792,0.7392697535717815,0.5477154917822037,0.0.13,0.2705745288721138,0.0.14,0.4116925884635923,0.1850083591770611,0.4917654376325625,0.7935286429844713,0.1792059907556116
scenario_1,run_2,7.094576504159629,6.346365401661821,6.160767607492547,1.6736800256402886,0.1775784188681289,0.8962462568568865,0.9928713655192428,0.4940609328838582,0.4903211206974517,0.3564779985707275,0.0,0.1584739565697501,0.1859014301687736,0.8819822813242191,0.186360144438706,0.8645481641839542,0.1451911630117369,0.6594968852149433,0.344104761870368,0.4237368430022911,0.4401758732498667,0.3547900205210755,0.2964357737178759,0.3534194261151029,0.0,0.7238567610850513,0.1498142645961204,0.1808926279778622,0.896472886609309,1.0367985578996448,0.5427672472581313,1.1768464811761017,0.0,0.3401123926088631,0.1702051730491503,0.1231800336969743,0.207722005522026,0.3576770528328825,1.666597505408514,0.8688536254876487,0.0,0.7893405561139415,0.4135933816303797,1.0493876737267342,0.6541788095483793,0.1900182023773744,0.3340592776917552,0.1401424382226407,0.3534265796873787,0.8377694423916393
scenario_1,run_3,6.727037392643723,4.40580535383975,1.59722924779467,2.7797869559191253,1.720523970722638,2.5454453630466705,1.753412490063165,0.5204407613671012,1.0617661277876735,1.5688800991771,1.9278736781131909,1.1321877496991832,1.361621982324444,1.311671645323765,2.081027457938116,0.979841758821498,1.6000885479331466,1.3848628300772838,2.3347136418203744,1.8212622159856715,1.7011285063226125,1.1314583142852772,0.5582278606109279,1.41585191488975,1.4899497758210845,0.8025911515328193,1.631412570774102,1.952585327984844,1.2433273648513783,2.5185365945395497,1.2340809318089097,1.474305291008482,2.155171704330747,1.2281410968048434,1.570721455622356,1.2148088114682272,1.6300258105802683,2.3700826617766846,2.245044479020774,1.802306016405581,1.4803289634753172,1.2629956159827818,1.3916360055254835,2.085155146638402,1.8704913307111,0.568022370635932,1.459069160150852,2.462433917214607,1.6511462263332723,0.8710812024436706
scenario_1,run_4,7.402485773682192,6.186442583988744,5.301968609474071,4.308459608278552,2.327736253744196,1.900623147920656,1.7829221043193286,1.3217143067314168,1.1190357065459375,1.6117648272595289,1.413326961107487,0.4800627298263717,1.2630372093069768,1.2632537166396458,0.5173696696905437,1.9793580539531903,0.8166276445482434,1.6632726020352415,2.308742466944915,0.7903404632204614,1.0318259405144323,0.9984236963345352,1.48653451339691,1.001507813652586,1.7208443727880671,1.502747659791189,1.0689499136054397,0.8549375049937235,1.5777428191995924,1.0388927969513682,0.856922450892436,1.2088305556348449,0.9649287730605492,0.6397297446679195,1.5392338561427672,2.202503019916805,0.6966518782989997,2.317866489689313,1.9684590316655417,1.320224365882394,0.7636326511019724,2.154765998388896,1.0879862469605042,1.9266759326395808,1.2379847812421396,1.4657876133760568,1.7686792009655523,1.433499439979095,1.785274138174049,0.6233805193529596
scenario_1,run_5,6.522658344698074,6.257051788653995,3.0316749833593897,0.2107422703971778,0.774128259736397,1.1518525339483616,1.2707610953593904,0.2101595910854097,1.1823322123735287,0.5135277030833392,1.1596621367764637,0.2519209780036732,0.3778223802661634,0.5976883800857176,0.5155056430624152,1.077165908371587,0.7571644403586504,0.543609164182913,1.5596566864122257,0.6963636901302076,0.8576477705340044,0.7430585330528746,0.5129406712566885,1.115442198814354,0.917529558163576,1.016859327837841,0.5257895215905654,0.5275697981375431,0.729899459082689,0.8279724672773359,0.0,1.3208567437326184,0.3879974961033715,0.174255962156264,0.8598605519710161,0.5515291352942453,1.7308195015356265,0.3942643434770089,1.5124186249952702,0.7076263431589155,1.1749015006487815,0.0,0.1809812520752684,1.493591174686612,0.9726530933972478,0.2263432513630418,0.3914885169688826,1.257492599713645,0.762196748515164,0.3623555570537636
scenario_1,run_6,7.1943828848513816,5.125239855154319,1.0117286272272397,0.4434689675212903,0.5173371445105187,1.5949921327445302,0.3673731974041535,0.2869954284608186,2.7052108169669338,0.4580845646252315,0.0,0.5807098963995114,0.978117641852788,1.1283995511796383,0.5820042737946098,1.9265061905612584,1.1261052779947018,0.89307242935268,0.9171235379641705,0.0,1.0484909774410265,1.3055070845339096,1.1045127622700956,0.0,0.0,0.9203500691135243,0.8246192796868315,0.9394614041775212,0.5603502679496082,0.4159141277940607,0.8011208952417841,1.6157293060817133,0.7518755789505509,0.7563358637130714,0.9463992875830242,0.5833740328842782,0.3898681972811973,0.4149695694696904,0.5491941781297668,1.1744771388642916,0.97767697921794,1.1939941041383777,0.998603357227269,0.9596278512773786,1.2438563855120668,1.004177820797825,1.0055920862626626,0.1952555059120937,1.515657049310417,0.8068457473002402
scenario_1,run_7,7.13378167859199,6.021796497481134,4.118485595929869,2.596145766400077,1.661936842119513,2.943326032553003,1.54875007606495,1.8826663198873168,1.1442732556543258,1.8126726828613813,1.3731633844052853,0.8466182772838782,1.610701434159339,0.2455318608788864,1.808273310363654,1.4361323000905857,1.7960484460802344,1.5618820935179876,1.424465272219742,2.9433423488284687,1.9700218212102272,1.7556125936951532,1.051191762646375,1.576608085316982,0.0,2.0632473341697173,0.6459946749673924,1.3674769342450823,1.778583985706052,1.562404922483037,1.3484539340620436,1.4262780732617188,1.0496412715677397,1.72075946207318,1.924171011473968,1.1625310546534278,0.9599265042332816,0.2011823726209808,1.802794949984997,1.4459138615943286,1.5940728438885896,1.400257285835177,0.9553097870060586,1.1861143584968483,0.4773668673567958,0.8698217560840303,2.213427368501593,2.263675568982693,1.4966895195787355,0.9550112484437638
scenario_1,run_8,8.05491196549364,6.01344983992931,3.1497873970536547,1.1891160059312726,0.3560413079059169,0.0,0.8426245211476158,0.4517824258660831,0.1648363454582902,0.0,0.1822552038341988,0.6756612869266643,0.0,0.820022444900005,0.8704236719155365,1.328112979648766,0.60543112455346,0.3519880012569468,0.202156117026887,0.489552008264715,0.0,0.3383737089078798,0.1905285347695362,0.3511250727562175,0.0,0.0,0.1956708309673303,0.0,0.0,0.1956354800471701,0.244369882666102,0.3528399882708669,0.5137430583303078,0.0,0.1929761181484477,0.5489546716793517,1.4082939655910274,1.0126387793768046,0.5009538038919057,0.2763284369923006,0.1933138204719155,0.729495638782544,0.3379515077788978,0.2073047475880746,0.2597065220033901,0.3381843322381482,0.9016070543885708,0.0,0.8201012446842461,0.2693611422670571
scenario_1,run_9,7.360617500851748,2.666958529495381,0.0,0.0,0.2920652961636982,0.0,0.0,0.4359472076274542,0.6809059952368022,0.3197154458302312,0.5171202991138528,0.4762911045624093,0.2456568423463835,0.3797879841854319,0.1945188925884594,0.0,0.8621356486058802,0.0,0.604740543224907,0.0,0.4803804329062172,0.6094353481532947,0.3606009683526591,0.0,0.1689755306412457,0.0,0.3030934253498738,0.0,0.1785115554253991,0.0,0.4858820672452239,0.0,0.0,0.7641958458168491,0.0,0.3014924934417136,0.0,0.0,0.366874373712693,0.0,0.0,0.8906829638603229,0.243599244635089,0.0,0.0,0.3082293823445702,0.0,0.0,0.1832603055577172,0.0
scenario_1,run_10,6.768825007928372,5.792426217074159,3.031299213209828,1.6897409583206977,0.650430210165811,1.7009789973431009,0.7373344662585982,1.095157501639662,0.9034556766553984,1.0436974914378498,1.7235604963619024,1.1111452507547064,0.4332732691969204,0.6463302885148355,0.715628988919226,0.4631423192652367,0.9907667081744912,1.0826369851864188,0.932615124173293,0.6835367922853781,0.4583264944614313,0.2453613525963797,1.4184516167474055,1.2153515753532915,0.5784321831929639,0.2484694212118049,0.9226140137164563,1.1352771520511058,1.108996016853501,1.493672083450178,0.6985867051272691,1.489923032213062,0.7784680325521237,0.9653551880818322,0.8977658575929585,0.9973768373949444,2.1386333140271643,0.9972060539019204,0.5187350187589146,0.8839798134918635,0.612671893800427,1.6874736847445129,1.4136566130264143,1.528613082838015,1.4492325651932512,0.8308515130650722,0.8922091945137115,1.43694549635257,0.7161540864227456,0.8023838850427847
scenario_2,run_1,11.609614936485675,8.08699743221322,6.423356673902863,4.717047040487177,6.364942081158697,4.024896166268898,5.504174779288285,4.502916327170495,6.692510240502332,5.321986978130957,5.52072452124459,6.4953878415325,5.440617614290221,4.474091784630042,4.452998058536376,5.344665091953518,5.1751954712745,4.501009780292154,6.421150237365036,5.2348352864210295,4.469822196376324,3.1223645642533326,4.118835126227693,6.0488391241016375,5.378872169657686,2.3465738661962114,2.741630014114859,5.144860868039833,6.3393169748620855,3.9302150021193727,1.7912832633738802,1.393633153217238,1.5632429563635586,0.6445794884036118,2.124507707660839,1.3914668354417974,0.9736950259219576,1.87106200432378,2.476858810968308,1.8836551786095737,1.41467698760444,1.0769050462209433,1.5294228308618076,0.900822728453981,1.5106287058330463,0.4799338764326731,1.482239627296256,2.0751784575931467,2.176976386562363,1.1971848915319565
