scenario,run,npc_vertical_silence,npc_horizontal_silence,npc_behavior_silence,pedestrian_vertical_silence,pedestrian_horizontal_silence,pedestrian_direction_x_silence,pedestrian_direction_y_silence,pedestrian_speed_silence,weather_sun_angle_silence,weather_fog_density_silence
scenario_1,run_2,0.02335928809788654,0.002224694104560623,0.048943270300333706,0.03337041156840934,0.020022246941045607,0.047830923248053395,0.05561735261401557,0.00778642936596218,0.002224694104560623,0.0
scenario_1,run_1,0.024471635150166853,0.0033370411568409346,0.048943270300333706,0.0389321468298109,0.010011123470522803,0.041156840934371525,0.05116796440489433,0.004449388209121246,0.0033370411568409346,0.0011123470522803114
scenario_1,run_3,0.009535160905840286,0.007151370679380214,0.05601907032181168,0.03218116805721097,0.015494636471990465,0.04529201430274136,0.054827175208581644,0.0059594755661501785,0.003575685339690107,0.0
scenario_1,run_4,0.017410228509249184,0.009793253536452665,0.0544069640914037,0.035908596300326445,0.009793253536452665,0.055495103373231776,0.05223068552774755,0.004352557127312296,0.003264417845484222,0.0
scenario_1,run_5,0.02224694104560623,0.006674082313681869,0.05005561735261402,0.042269187986651836,0.02335928809788654,0.042269187986651836,0.03781979977753059,0.004449388209121246,0.0033370411568409346,0.0011123470522803114
scenario_1,run_6,0.018626309662398137,0.009313154831199068,0.04074505238649592,0.033760186263096625,0.01979045401629802,0.05238649592549476,0.05238649592549476,0.005820721769499418,0.006984866123399301,0.0
scenario_1,run_7,0.009101251422070534,0.006825938566552901,0.05005688282138794,0.03981797497155859,0.01820250284414107,0.04209328782707622,0.038680318543799774,0.006825938566552901,0.005688282138794084,0.0
scenario_1,run_8,0.02211874272409779,0.006984866123399301,0.04307334109429569,0.02910360884749709,0.011641443538998836,0.03608847497089639,0.04423748544819558,0.006984866123399301,0.005820721769499418,0.0
scenario_1,run_9,0.02224694104560623,0.008898776418242492,0.048943270300333706,0.04560622914349277,0.014460511679644048,0.047830923248053395,0.04560622914349277,0.0055617352614015575,0.00778642936596218,0.0
scenario_1,run_10,0.018626309662398137,0.005820721769499418,0.05587892898719441,0.03259604190919674,0.009313154831199068,0.05238649592549476,0.03841676367869616,0.0011641443538998836,0.0034924330616996507,0.002328288707799767
scenario_2,run_2,0.009768009768009768,0.052503052503052504,0.047619047619047616,0.03907203907203907,0.014652014652014652,0.03418803418803419,0.007326007326007326,0.003663003663003663,0.0231990231990232,0.0
scenario_2,run_1,0.015494636471990465,0.05363528009535161,0.04767580452920143,0.03814064362336114,0.02026221692491061,0.05959475566150179,0.0023837902264600714,0.004767580452920143,0.021454112038140644,0.0
scenario_2,run_3,0.020757020757020756,0.03540903540903541,0.026862026862026864,0.03418803418803419,0.02564102564102564,0.04395604395604396,0.007326007326007326,0.007326007326007326,0.031746031746031744,0.0
scenario_2,run_4,0.014652014652014652,0.05616605616605617,0.04151404151404151,0.03663003663003663,0.009768009768009768,0.03785103785103785,0.003663003663003663,0.006105006105006105,0.017094017094017096,0.0
scenario_2,run_5,0.012805587892898719,0.048894062863795114,0.050058207217694994,0.037252619324796274,0.02211874272409779,0.04074505238649592,0.008149010477299184,0.005820721769499418,0.030267753201396973,0.0
scenario_2,run_6,0.024447031431897557,0.04190919674039581,0.034924330616996506,0.05238649592549476,0.017462165308498253,0.046565774155995346,0.0034924330616996507,0.004656577415599534,0.025611175785797437,0.0
scenario_2,run_7,0.01221001221001221,0.047619047619047616,0.04151404151404151,0.05372405372405373,0.020757020757020756,0.045177045177045176,0.009768009768009768,0.007326007326007326,0.030525030525030524,0.0
scenario_2,run_8,0.02252816020025031,0.056320400500625784,0.03879849812265332,0.03379224030037547,0.02002503128911139,0.04130162703379224,0.0025031289111389237,0.0025031289111389237,0.023779724655819776,0.0
scenario_2,run_9,0.020477815699658702,0.04664391353811149,0.04664391353811149,0.04550625711035267,0.023890784982935155,0.05233219567690557,0.005688282138794084,0.005688282138794084,0.023890784982935155,0.0
scenario_2,run_10,0.016270337922403004,0.056320400500625784,0.04630788485607009,0.03879849812265332,0.01877346683354193,0.04005006257822278,0.006257822277847309,0.0050062578222778474,0.02002503128911139,0.0
scenario_3,run_2,0.02161547212741752,0.034129692832764506,0.040955631399317405,0.05460750853242321,0.004550625711035267,0.022753128555176336,0.03981797497155859,0.0034129692832764505,0.038680318543799774,0.0
scenario_3,run_1,0.04579339723109691,0.03514376996805112,0.05218317358892439,0.04792332268370607,0.003194888178913738,0.0362087326943557,0.042598509052183174,0.008519701810436636,0.038338658146964855,0.0010649627263045794
scenario_3,run_3,0.025029797377830752,0.03575685339690107,0.04767580452920143,0.04886769964243146,0.0,0.025029797377830752,0.04886769964243146,0.0059594755661501785,0.03694874851013111,0.0
scenario_3,run_4,0.04307334109429569,0.03608847497089639,0.04423748544819558,0.04190919674039581,0.005820721769499418,0.02211874272409779,0.046565774155995346,0.008149010477299184,0.033760186263096625,0.0
scenario_3,run_5,0.03254067584480601,0.030037546933667083,0.04505632040050062,0.04755944931163955,0.007509386733416771,0.03254067584480601,0.0425531914893617,0.0037546933667083854,0.03504380475594493,0.0012515644555694619
scenario_3,run_6,0.03259604190919674,0.03259604190919674,0.046565774155995346,0.04423748544819558,0.010477299185098952,0.02211874272409779,0.033760186263096625,0.010477299185098952,0.02910360884749709,0.0
scenario_3,run_7,0.03098927294398093,0.03456495828367104,0.04410011918951132,0.05125148986889154,0.0023837902264600714,0.023837902264600714,0.04529201430274136,0.007151370679380214,0.028605482717520857,0.0
scenario_3,run_8,0.03114571746384872,0.030033370411568408,0.058954393770856504,0.04560622914349277,0.006674082313681869,0.030033370411568408,0.042269187986651836,0.0055617352614015575,0.030033370411568408,0.0
scenario_3,run_9,0.02753441802252816,0.04380475594493116,0.04755944931163955,0.04505632040050062,0.008760951188986232,0.017521902377972465,0.04630788485607009,0.0050062578222778474,0.04130162703379224,0.0
scenario_3,run_10,0.0231990231990232,0.03296703296703297,0.050061050061050064,0.05616605616605617,0.007326007326007326,0.02197802197802198,0.0463980463980464,0.007326007326007326,0.03785103785103785,0.0
scenario_4,run_2,0.030716723549488054,0.04209328782707622,0.04664391353811149,0.05233219567690557,0.04209328782707622,0.051194539249146756,0.02957906712172924,0.0,0.038680318543799774,0.0
scenario_4,run_1,0.03640500568828214,0.04323094425483504,0.03981797497155859,0.04664391353811149,0.040955631399317405,0.03981797497155859,0.030716723549488054,0.0,0.05460750853242321,0.0
scenario_4,run_3,0.03841676367869616,0.046565774155995346,0.047729918509895226,0.051222351571594875,0.03259604190919674,0.03958090803259604,0.03958090803259604,0.002328288707799767,0.05238649592549476,0.0
scenario_4,run_4,0.027303754266211604,0.03526734926052332,0.04209328782707622,0.04550625711035267,0.03981797497155859,0.03754266211604096,0.034129692832764506,0.0,0.03754266211604096,0.0
scenario_4,run_5,0.020954598370197905,0.051222351571594875,0.03958090803259604,0.051222351571594875,0.033760186263096625,0.050058207217694994,0.04074505238649592,0.0011641443538998836,0.05238649592549476,0.0
scenario_4,run_6,0.037252619324796274,0.06286379511059371,0.02910360884749709,0.05238649592549476,0.04540162980209546,0.03841676367869616,0.051222351571594875,0.0,0.04307334109429569,0.0
scenario_4,run_7,0.03814064362336114,0.050059594755661505,0.03575685339690107,0.050059594755661505,0.021454112038140644,0.03814064362336114,0.04648390941597139,0.0011918951132300357,0.05363528009535161,0.0
scenario_4,run_8,0.021454112038140644,0.04529201430274136,0.041716328963051254,0.04410011918951132,0.027413587604290822,0.03694874851013111,0.05125148986889154,0.0,0.03933253873659118,0.0
scenario_4,run_9,0.031746031746031744,0.050061050061050064,0.05372405372405373,0.050061050061050064,0.042735042735042736,0.03663003663003663,0.03296703296703297,0.0,0.0463980463980464,0.001221001221001221
scenario_4,run_10,0.026221692491060787,0.05601907032181168,0.03694874851013111,0.057210965435041714,0.029797377830750895,0.04052443384982122,0.04886769964243146,0.0,0.04886769964243146,0.0
scenario_5,run_2,0.041716328963051254,0.050059594755661505,0.04529201430274136,0.04767580452920143,0.03694874851013111,0.04648390941597139,0.011918951132300357,0.0,0.04290822407628129,0.0
scenario_5,run_1,0.03526734926052332,0.04664391353811149,0.04436860068259386,0.03981797497155859,0.04436860068259386,0.03526734926052332,0.012514220705346985,0.0,0.03754266211604096,0.0
scenario_5,run_3,0.023890784982935155,0.03981797497155859,0.04436860068259386,0.04436860068259386,0.055745164960182024,0.04209328782707622,0.01820250284414107,0.0,0.04323094425483504,0.0
scenario_5,run_4,0.028083028083028084,0.04395604395604396,0.05372405372405373,0.04395604395604396,0.03663003663003663,0.04395604395604396,0.013431013431013432,0.003663003663003663,0.040293040293040296,0.0
scenario_5,run_5,0.028605482717520857,0.03456495828367104,0.04410011918951132,0.05363528009535161,0.028605482717520857,0.03694874851013111,0.010727056019070322,0.0,0.04529201430274136,0.0
scenario_5,run_6,0.02564102564102564,0.06105006105006105,0.045177045177045176,0.042735042735042736,0.045177045177045176,0.0463980463980464,0.014652014652014652,0.001221001221001221,0.04395604395604396,0.0
scenario_5,run_7,0.03629536921151439,0.056320400500625784,0.04505632040050062,0.04380475594493116,0.0425531914893617,0.04505632040050062,0.008760951188986232,0.0,0.04881101376720901,0.0
scenario_5,run_8,0.034924330616996506,0.05820721769499418,0.03841676367869616,0.051222351571594875,0.04540162980209546,0.03958090803259604,0.009313154831199068,0.0,0.04423748544819558,0.0
scenario_5,run_9,0.029304029304029304,0.050061050061050064,0.03418803418803419,0.050061050061050064,0.03296703296703297,0.045177045177045176,0.014652014652014652,0.0,0.04884004884004884,0.0
scenario_5,run_10,0.023779724655819776,0.04130162703379224,0.052565707133917394,0.03629536921151439,0.0425531914893617,0.04505632040050062,0.01376720901126408,0.0025031289111389237,0.03629536921151439,0.0
scenario_6,run_2,0.03841676367869616,0.04074505238649592,0.03958090803259604,0.034924330616996506,0.025611175785797437,0.02910360884749709,0.046565774155995346,0.0011641443538998836,0.04307334109429569,0.0
scenario_6,run_1,0.03526734926052332,0.04778156996587031,0.05005688282138794,0.05233219567690557,0.023890784982935155,0.017064846416382253,0.03981797497155859,0.0011376564277588168,0.02957906712172924,0.0
scenario_6,run_3,0.03259604190919674,0.047729918509895226,0.046565774155995346,0.03841676367869616,0.020954598370197905,0.03143189755529686,0.03958090803259604,0.0,0.03841676367869616,0.0
scenario_6,run_4,0.04052443384982122,0.054827175208581644,0.04052443384982122,0.03694874851013111,0.0166865315852205,0.03933253873659118,0.029797377830750895,0.0011918951132300357,0.03933253873659118,0.0
scenario_6,run_5,0.027939464493597205,0.04074505238649592,0.03958090803259604,0.05355064027939464,0.018626309662398137,0.020954598370197905,0.04190919674039581,0.0,0.03841676367869616,0.0
scenario_6,run_6,0.03785103785103785,0.03907203907203907,0.057387057387057384,0.03907203907203907,0.019536019536019536,0.018315018315018316,0.045177045177045176,0.0,0.031746031746031744,0.0
scenario_6,run_7,0.03225806451612903,0.042269187986651836,0.047830923248053395,0.047830923248053395,0.017797552836484983,0.027808676307007785,0.04004449388209121,0.002224694104560623,0.03781979977753059,0.0011123470522803114
scenario_6,run_8,0.027303754266211604,0.048919226393629126,0.04664391353811149,0.03299203640500569,0.02844141069397042,0.02957906712172924,0.03185437997724687,0.0,0.03640500568828214,0.0
scenario_6,run_9,0.04410011918951132,0.060786650774731825,0.050059594755661505,0.03933253873659118,0.03218116805721097,0.023837902264600714,0.04410011918951132,0.0011918951132300357,0.03218116805721097,0.0011918951132300357
scenario_6,run_10,0.04074505238649592,0.059371362048894066,0.04074505238649592,0.03841676367869616,0.01629802095459837,0.02910360884749709,0.051222351571594875,0.0,0.03841676367869616,0.0
