scenario_1,run_1,3.829441829649577,3.829445644324237,4.34311852919813,3.5841831616960618,3.1168150610402923,3.120425898221312,3.175612261946306,0.0,3.82871047344374,0.0.1,0.0.2,0.0.3,0.0.4,0.0.5,0.0.6,0.0.7,0.0.8,0.0.9,0.0.10,0.0.11,0.0.12,0.0.13,0.0.14,0.0.15,0.0.16,0.0.17,0.0.18,0.0.19,0.0.20,0.0.21,0.0.22,0.0.23,0.0.24,0.0.25,0.0.26,0.0.27,0.0.28,0.0.29,0.0.30,0.0.31,0.0.32,0.0.33,0.0.34,0.0.35,0.0.36,0.0.37,0.0.38,0.0.39,0.0.40,0.0.41
scenario_2,run_8,1.844719520256152,3.976265504529024,3.975919839188633,3.981927807614855,3.961142004972692,3.396450148128467,3.3962632742021364,3.9710987246582303,3.396314482372276,3.363479822169528,3.373324213518924,3.377831898935234,3.3622436487168548,1.941511883002012,2.98087462991646,3.282308005676973,3.284681911280843,3.2803631454337525,3.256848204595349,3.2396809955260903,3.2456360905792265,3.242018404511184,2.6975276926509024,3.10959350789214,3.009444834446444,3.091556631846977,2.98370282070824,2.9823158193154136,2.981555728421036,2.9780167672832927,2.9521696829500628,2.9068321311980774,2.910815759878826,2.890207347870464,2.952650919603787,2.9331350613691693,1.6765257987159736,1.656455693118513,1.6698327895608014,1.65547283001659,1.6244611245113083,1.6338149362332035,1.6256562052340662,1.510226744363758,1.6093614864707917,1.6344697971875113,1.630712300974206,1.6164528570965084,1.5101399534602575,1.6208870443585393
scenario_2,run_9,0.0,4.553674816871705,2.6212633554364704,2.4356073966346603,2.722065335763787,3.97887460931349,3.972893599301206,3.9733305894397737,3.809770503399088,0.0,1.55278652005387,0.0,0.0,1.5233146073256385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_2,run_10,3.194866191194256,3.8110552210221567,3.801240500790699,3.289028179447008,1.6063848601868898,3.156341213005113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_1,3.7427034470590224,3.371033234920513,3.337435770794522,4.242936511207087,3.891483815908652,3.3234270837546926,3.361024521748888,3.867132612496488,3.8615290548293495,3.8814028054117458,3.618759091935098,3.384789379908569,3.597459154655203,3.2510815644698896,3.2921379285124512,3.368289822035984,3.33897163576846,3.33861491220981,1.960533691490349,1.922097361412186,3.3809603220648983,1.919672417064662,1.916506392169306,1.9195558143667788,1.9189231373062543,1.9396014721595287,1.919389194590415,1.917157577564316,1.9608494837616084,1.9617808033762263,1.573179807656102,1.6362063460525462,1.9611855739172348,1.9614294854272027,1.960983518429592,1.9613341443510424,1.8003737252969596,1.960704298613468,1.961056852847148,1.7874323969528825,1.7979182267104978,1.7790088643863895,1.800908615971404,1.7645357926272294,1.7782260406066028,1.7800757968603214,1.7257085705321888,1.75917655910675,1.7246896008145585,1.7355337477926525
scenario_3,run_2,2.1773433909200235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_3,2.4207318443145533,4.532046761519347,4.929915446207491,2.765478353927493,2.765383361371934,3.2986801588041548,3.5357349871595973,4.440371284119391,2.724364988156312,2.725089341178116,2.040559854541052,2.40525789711575,2.0443218130226724,3.294436054436148,3.224590662313628,3.22264119010177,2.4043730208470686,2.0453452134313563,2.0424421273975906,2.0396805961215536,2.0421920128118334,2.0409101758323835,2.037514656550844,2.036557958406476,2.03773064228951,2.0352014696820664,2.03684591286234,2.040860744835612,2.039750096084243,2.028226105394469,2.036870480972404,2.0344162223438955,2.036158730934418,2.0360215002498,2.035446536178183,2.036993849078668,2.037297125794556,2.0346463195693234,2.038776578170809,2.0337982819558698,2.036937105995445,2.0352332703482747,2.0383532855421502,2.032616535572102,2.037652439984444,2.0366048006624364,2.028088295674634,2.037463496809238,2.037443913510239,2.028459580395587
scenario_3,run_4,3.157195736874012,3.3943021917714664,3.1592133551732737,3.149918095120967,3.246765127504968,0.0,3.2350670622269395,0.0,0.0,3.094964248214916,2.025372116412001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_5,4.511302936039258,4.800858021449385,4.51126528760046,4.512285452163947,3.2400834351400016,3.3339089465610927,3.2534195256607457,3.246815242233168,3.252675112776328,3.2716771988266657,3.244298633353856,3.2434890729655974,2.4343546660323057,2.1935163671476805,3.2440878368397668,3.242828669811445,3.24165977857397,3.207401794407303,3.075513320849486,3.20713430301805,3.0765246814567253,2.1642176674006053,2.1671522676690707,2.6961139070836286,2.225295472299885,2.159375626284765,2.153755058935196,2.1548806002718943,2.2227060403728616,2.1694244474359112,2.1574172159410967,2.158178227574445,2.151709128213136,2.156110226194756,0.0,2.09052408516101,2.1050214574626915,2.1523877995740937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_6,3.576617931511643,4.743523495401059,4.859504115077748,4.828889333427147,4.221120350453007,3.320281657003607,4.4902913768349615,3.3704640659859697,2.3417860385190803,2.335536016683156,2.329429867113987,3.317370138156421,3.279978813499792,2.372803149443367,2.3243724438514057,2.347406272932102,2.3383648993087736,2.3405416516568334,2.081091246615301,2.0866362803207523,2.086023887763059,2.081237827946209,2.0855691813795247,2.088733904188194,2.090730977406194,2.082542213337343,2.029702957163715,2.019811854615839,1.7148102275150685,2.016933501650011,1.9042128078548013,2.014023111041682,2.0267305661798685,1.8974668948664344,1.8672322016119665,1.972387246836562,1.90965371879474,1.8238480963189136,1.83110306216957,1.8419768662903804,1.9084810914646293,1.966184003933267,1.915148781266974,1.8256505616792733,1.8897343495147507,1.828514830931251,1.868478308551284,0.0,0.0,1.904205816561081
scenario_3,run_7,3.1902937853192554,4.70267566746284,3.2054737262697617,5.354678603328352,3.533907532024776,3.672722115924722,3.291962476992273,1.570369353995577,1.609947228606446,1.5712223657955993,1.6112958267781483,1.5998953955760298,1.609415993346456,0.0,1.6090101607069638,0.0,1.5683630404614606,1.421291179522438,0.0,0.0,1.567141177912912,0.0,1.5823313333173292,0.0,0.0,1.855167579631112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_8,2.369950542502329,4.500421895314328,2.283445251449258,2.3317211239348654,2.336630451429824,2.2826437750954534,2.265129814658125,2.3231330375179127,2.258948562068551,2.275077902731368,2.2680671429503474,2.272320003066486,2.275551677938481,2.265593844608972,2.263950228259239,2.2613022630463724,2.257415001347417,2.2653255485217985,2.254934145713377,2.257507522675481,2.263746982420769,2.255884412805055,2.263877838775247,2.223928455789671,2.2641347338811704,2.255269920919688,2.253951627809184,2.253369687882857,2.2548892973095764,2.252914835156682,2.26389534031652,2.2606387064646025,2.2561355592636048,2.262846006643993,2.2540422390153294,2.2523265279529734,2.255116332613942,2.2868389541049736,2.267186421440608,2.252141205577343,2.248284814646892,2.2607994960571025,2.266862378332128,2.2493171015318194,2.254408236909644,1.602988084798593,2.2737720328434774,2.258113666613565,2.258694220640739,2.2284006512338177
scenario_3,run_9,2.067645396855155,4.189652373503624,3.452905383421556,1.58497060268444,2.511774750382678,3.366466138704125,3.350587463590176,3.3701647390926137,3.358645419466922,3.366000893046204,0.0,0.0,2.364008797859117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_10,4.292544111835489,3.964882983591154,4.297363835726215,4.036477472564785,4.010816464956518,4.050951719451376,3.932421035702893,4.05407703771056,4.001725701858481,4.044099458569597,1.6755757782351988,1.7219479927363504,3.2454892479832176,3.2452777172978013,3.243318585616227,3.24404364100072,2.169442239140628,1.7371455162554164,3.243077207655325,3.2416607135057003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_1,2.659235577628379,4.926637862895243,4.278570032136946,3.728471255451841,3.5587729771625964,2.348638458968383,0.0,1.63000074363114,1.6300109171065131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.454717583588223,3.461609954385274,1.984535309274248,1.9082343232094945,1.6960006047878788,1.6573853104378349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_2,2.02726890514255,1.9343613798454065,1.9335912627387184,1.941692214247157,1.933939415687072,0.0,1.934339012485341,2.6251609625997454,2.877706872303892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_3,2.5799860989789964,3.527034407281534,1.519492145560304,1.5370661998612611,1.5664625064287212,3.010626877090508,1.8536576143476664,1.565667658618512,1.566619895158706,2.056423146083157,2.022067033777846,1.5656285688649811,1.5622713686065932,1.5654040874118018,1.5641723653718804,1.562819077958674,1.5622509855082154,1.564981707937,1.563499487038963,0.0,1.566060480233765,1.564622864761216,1.5635750011256355,0.0,1.5630662196325822,0.0,0.0,1.757369593165787,1.7571653253621409,1.758761277485182,1.7584937323095475,1.756842973883181,1.7581236397957505,1.7570887541457767,1.7591626288704223,1.7568686620502976,1.758450605758052,1.7570860233076446,1.7570167974456106,1.7571239387945992,1.7580030954904533,1.7562273531540484,1.757790425649594,1.7578450532761585,1.7584774168596404,1.7575579554482623,1.7572463256451325,1.7575712491929627,1.7558348821777576,1.7576952678536888
scenario_4,run_4,3.6004521014559185,2.8170414941680555,2.863429531826122,3.424743645989292,3.3696101820738105,2.702064555964947,3.3667867934799296,3.3696101820738105,3.328369504209816,2.285083199904678,1.7013217929042994,2.288462875169872,2.2817760882949765,1.6983472152037082,1.7021473719010014,1.7012260466161293,1.7018723741072015,1.7017611291761652,1.7022819703657976,1.7003612983006384,1.7005909544950706,0.0,1.701041542878745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_5,2.6093672821044684,2.6090730742440966,3.549730583305704,3.549628893546456,1.9090065248307715,1.9455674919610133,1.783567490327122,1.788775270979063,2.72794946813589,1.7964419079888927,1.7608952989530116,1.733924740717836,1.721490877017269,1.7138165232711386,1.6993129904668138,1.6893273691026922,1.6992214798220269,1.7013357290068285,1.7013883256595368,1.7001663914891654,1.702346367648525,1.7029042360120223,1.700873308021425,1.7009239686193995,1.7011377801556935,1.7019898256425885,1.7004409609731537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_6,2.9967875045896144,3.971701680235852,2.208563655366363,2.2987477114205284,2.4230435553827427,1.720559229988068,2.077649529038294,2.4953379983579302,3.5853396184523816,1.7692661995532302,3.4901666389172723,1.7690467483393333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_7,3.140350076027559,3.5612043114366467,2.477560783511607,2.04834093152471,2.5392692071995007,3.2743779464213225,2.56634529079158,2.5817756505080904,1.9250420753528985,1.9260405653617128,2.49029484829757,1.5760096445411518,2.238440188828067,2.2102263155873394,2.050411372968149,2.069665961947087,2.2093181801119086,2.04080586714485,1.79371131401432,2.209159334733452,1.7649157091939425,1.793146073332112,1.7952282137178912,1.7903334336281458,1.7769817957562537,0.0,0.0,0.0,1.595983438477972,0.0,1.477303916476392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_8,2.434456036118185,2.7745303313016625,3.47878990843628,3.25429303037582,3.50324156865562,2.814850792746303,3.4477245183299403,3.3972961787649023,3.4551785053916264,3.4468599344676387,2.5867385250309693,1.9888788816243057,1.985621020903082,2.36075456420179,1.99046401593268,2.361770791159349,1.5898851225220063,1.989773594265441,1.548613074720452,2.361830532647196,2.3607123740137896,1.57416214487399,1.5818950226678146,1.4968107411290037,1.5682015154410314,0.0,1.5805633079286612,1.976954849428435,1.9703817386097808,1.975842865309894,2.0096762693119232,2.00731768068633,1.976623428024329,1.969483176645361,1.9679277357182887,1.960129562114826,1.9649532402226195,1.968347808272468,1.9302837497382448,1.964172810603121,1.963259300146808,1.972312560430155,1.9216023192232787,1.97203777608882,1.9716004921061483,1.9690741679565504,1.6211376819821102,1.972176593802889,1.9712639672022751,1.970359404727277
scenario_4,run_9,3.474734798918111,3.473103644406448,3.485173308122156,2.76161127037489,3.4712395249583343,1.6713956904188374,1.6731306371367456,1.5356857514982578,3.471797847070461,1.6721533999701774,1.6721169381192251,1.651045621782392,1.6702635000417807,1.6490559024464335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.760222628390332,1.6856164464739332,0.0,2.17025263639734,0.0,0.0,0.0,1.916931268584855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_10,3.534076970619167,4.022845551417653,4.730584645236202,2.869417555612112,2.800216185534357,2.48550639485266,2.7134752966744307,2.6449463643654028,2.723480544684355,2.349926632898555,2.332892617034049,2.6874451680623084,2.739885524919204,2.2206714478443224,2.7179828520968483,2.046648798580903,2.4341888449524687,2.047363835734465,2.153478555422548,2.377428763856541,2.748715067501532,2.704968957083929,1.6230347397251037,0.0,1.6209606177790834,1.5625308871243178,1.6781975006469034,2.0576662073127423,2.0715779421657285,2.069803884298464,2.070951577520546,2.0699079688264828,2.071853273815511,2.0709991344656378,2.071604227041003,2.070779663361437,2.071443514436208,2.070614197010556,2.0148375205378324,2.070504357618266,2.0160349228498884,2.0165206104108004,2.0294191474950303,2.016279849448241,2.0289266460470547,2.018711525594062,2.0164415844497903,2.016611487904524,2.014974866358697,2.015199146279081
scenario_5,run_1,3.6920386036341855,4.5980206527724246,5.011493018285258,3.682302329250662,4.1727646301590005,4.4657736200595615,4.3050904279654665,1.5512711860662776,1.535969638643031,0.0,4.227420454278721,0.0,1.555341865048415,1.5222725525336938,0.0,1.3859382898125567,0.0,1.4341898747198971,0.0,0.0,0.0,1.432336026624592,0.0,0.0,0.0,1.398418144210117,0.0,0.0,1.39425077134361,0.0,0.0,0.0,0.0,0.0,0.0,1.4648414841525117,0.0,0.0,0.0,0.0,0.0,0.0,1.4528203357977536,0.0,0.0,1.4928734633525802,0.0,0.0,0.0,0.0
scenario_5,run_2,3.7148101305797256,2.064500114627021,4.958402944999268,5.365543344233583,5.0462387396900485,4.828507379928944,4.879544274548915,1.746508048775438,4.793391430563248,4.527018533098514,1.7639880488611497,4.857212405227534,4.853615914296912,1.7617126237876553,1.614052154383198,1.7646027608175772,0.0,4.616687084389896,1.7653986108862263,1.384565406053406,1.485833754767364,1.518478453052119,1.740921190629427,1.464729552352539,1.417565505504479,0.0,1.502734600416166,1.5614552892242075,1.407698095947222,0.0,1.4660543968737598,1.5260350630976116,1.5005117002983628,0.0,1.467375605556429,1.4135147603582223,1.4590661024894018,1.403418378598247,1.3872919312842191,1.4549533698934023,1.4176831004306685,1.4683735232327733,0.0,1.3925486748162876,0.0,0.0,0.0,0.0,1.414222768939727,0.0
scenario_5,run_3,4.873210047398771,3.8109986634212647,4.04397754894171,3.862257538420794,2.950941314362349,3.570729451934842,3.7087522439352174,3.457745752578612,3.629295436157871,3.640421629187423,3.529154247431272,3.5906767055612967,3.5271152798276253,3.504128909240282,2.5820753565697907,2.615105346767028,2.534330615334872,2.503310959392084,2.4655791041747515,2.404849859083694,2.447071871291345,2.477481206662407,2.475819716858379,2.460065405437511,2.4806472839387506,2.346443763470405,2.468079797311197,2.327474407701996,2.332405598977203,2.3027980153324616,2.3344078018966066,2.2893527729269065,2.324357229288748,2.351883148049669,2.28941882296183,2.4047488562947,2.3234419727491527,2.355378223667611,2.2967430965739686,2.302719748329551,2.3781028330451,2.3341071791102133,2.3102105394999133,2.2970058793533905,2.312175861008186,2.3379123239389936,2.3138938836978973,2.279754862122509,2.352200697042706,2.264806886532613
