scenario_1,run_1,3.829441829649577,3.829445644324237,4.34311852919813,3.5841831616960618,3.1168150610402923,3.120425898221312,3.175612261946306,0.0,3.82871047344374,0.0.1,0.0.2,0.0.3,0.0.4,0.0.5,0.0.6,0.0.7,0.0.8,0.0.9,0.0.10,0.0.11,0.0.12,0.0.13,0.0.14,0.0.15,0.0.16,0.0.17,0.0.18,0.0.19,0.0.20,0.0.21,0.0.22,0.0.23,0.0.24,0.0.25,0.0.26,0.0.27,0.0.28,0.0.29,0.0.30,0.0.31,0.0.32,0.0.33,0.0.34,0.0.35,0.0.36,0.0.37,0.0.38,0.0.39,0.0.40,0.0.41
scenario_5,run_4,2.3609732088737485,4.888599531386975,3.8118928643116337,3.3926063743147257,3.4989924817676648,3.514494140828784,3.738793469495228,3.432239123869084,2.570304972723592,1.929615439097596,3.6224336847830063,3.6224336847830063,2.7570854355551733,3.6224336847830063,3.6224336847830063,3.6224336847830063,2.806965624442481,3.6224336847830063,3.6224336847830063,2.433504511668944,2.398066462699344,3.3747210283351805,3.433928662921712,3.3190645666630263,3.6224336847830063,3.6224336847830063,2.4238566304805764,3.6224336847830063,3.095517055154076,3.6224336847830063,3.6224336847830063,3.6224336847830063,3.6224336847830063,3.6224336847830063,3.6224336847830063,3.28875713518268,3.6224336847830063,3.6224336847830063,2.804397206019898,2.9681978250458907,3.487270586550089,3.2830811997987386,3.655065439641937,3.2460380634755857,2.737272488278967,3.5692414199484235,3.575462357228289,3.61959104714887,3.5536848537881776,3.5924092471374145
scenario_5,run_5,2.4588973680987274,2.557268470877037,2.4381146178435453,2.45089062666872,2.488617226001753,2.4203390561384506,1.673312382789374,1.6363490470847548,2.413921070361846,1.5192936000368484,1.5364259028704823,1.4772537491715472,1.5113427099091037,1.582538489569805,1.6602787105717405,1.644832376244573,2.641723236476424,2.7207619634537465,2.602011929531026,1.659245899817504,2.830921942090284,2.58415365789382,2.600359707884949,2.515711811084836,2.590441526657944,2.613956217088872,2.474944032039199,2.457496030461736,2.4391707982248465,2.469449421706449,2.477491012770686,2.448937862669613,2.413465883894021,2.4191704598430097,2.4387179836190973,2.423007644450001,2.4642867173655456,2.408954532291255,2.430222416810999,2.384542419321869,2.398367297268008,2.450820604909309,2.487819109406989,2.349394898144596,2.40935704903272,2.412054959207309,2.4055897771975703,2.394999186515744,2.357057939649115,2.297575903555487
scenario_5,run_6,2.9941444683235514,3.161922904455353,2.989205546398022,2.962350428369136,2.895494658681314,3.0334424607494133,2.9182254736207422,2.8737837606883696,2.2706397686391666,2.65726241954765,2.944113924147686,2.698674763364645,2.87378640261551,2.639356080853733,2.7989760762164018,2.097308496839372,2.0638789325339126,2.037262798244992,1.9905675490408208,2.094916931088545,2.0453310586191,2.0072905231867613,1.975835921643868,2.0316081294944897,2.060253542012247,2.0038174222858536,1.984007551747729,2.008615671818869,1.976196002670979,2.020101668452973,1.962710944918847,1.9918199866812247,1.965005496397328,1.9656088270758096,2.011741995628559,2.0009355955968338,2.0199268540453086,1.945700422721604,1.9615703584557187,1.9388238768688943,1.98247766629118,1.9677832035731748,2.0276089158339663,1.9128726075365323,1.9653537643200287,1.920245416049681,1.8794298966814773,1.9008297383583697,1.909005641199455,1.8772761488670835
scenario_5,run_7,3.188160882497612,4.974143467447636,1.508726798010411,4.482803006767696,4.980237145742512,1.6874706699180202,1.6191796199730564,4.9820617825596685,0.0,2.668424168185953,3.2367126167956526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_5,run_8,3.1059491707464857,3.020460273818653,3.1705551258361138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_5,run_9,3.710289372764693,1.8388333829396613,4.45426265549532,4.698921971412366,4.402310313703902,3.7652501208366655,3.6580808982921846,3.611838648190669,2.824063202226142,3.634999119424804,3.5477498895594968,3.5477498895594968,3.5477498895594968,3.546862085917656,3.546862085917656,3.546862085917656,3.546862085917656,3.5477498895594968,3.546862085917656,3.546862085917656,2.611337279092334,2.7059422529406545,3.387321632009176,3.546862085917656,3.546862085917656,3.546862085917656,3.546862085917656,3.546862085917656,3.546862085917656,3.546862085917656,1.961334991856319,3.546862085917656,3.546862085917656,3.546862085917656,3.546862085917656,3.546862085917656,2.010437581466076,3.481943784934596,2.175016620459405,3.546862085917656,3.546862085917656,3.529116516677962,3.53436884346856,3.537229514516008,3.546862085917656,3.537248425560688,3.537248425560688,3.537611610967628,3.546862085917656,3.546862085917656
scenario_5,run_10,3.2162640061449057,3.35392633401866,2.9459871149481094,3.318209259499866,3.310421858568675,3.077315367286184,3.0683731235527545,3.097544172132282,3.031402920210968,3.0257146486417312,2.9680203536497527,2.9583108607405944,2.99154800859254,2.9790123061469496,2.989282610863746,2.973562004568932,2.973380669095222,2.965238860306588,2.905208546082988,2.9724387894338804,2.9398553363633293,2.978814320743742,2.89692403627964,2.934557440439785,2.919895665164066,2.9398127196339665,2.944407406916961,2.908815246422072,2.871015022560944,2.8596509460068087,2.793238358655292,2.9046106132772627,2.9036902541618166,2.9104631541755954,2.8557546236254185,2.87824150057838,2.8884949611570314,2.9085228353038843,2.9188907753184057,2.8730956239823424,2.8764442796288567,2.8889235561240687,2.893529677852419,2.8878352596683468,2.872260011314951,2.919822590414809,2.9053044925566875,2.8840390627015724,2.8579817037879454,2.838413152789155
scenario_6,run_1,2.232833753091496,3.373490251647276,3.285817096573485,2.315696554544393,2.379947867416784,2.2170961224732544,2.2335724145775693,2.198094170331069,2.2130925922713605,2.215472900611671,2.179674385620266,1.971029142216847,2.195801267966033,2.1528632516877773,1.5727365835318716,1.5547507829716736,1.5353465232415602,1.551550103765883,0.0,1.5365192039776665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_6,run_2,4.924238952683687,4.560818129179187,3.4882133205389123,2.126969470171664,2.0537099335949427,2.10160854936696,2.071834587845457,2.056532531079787,2.176121625435015,1.7279849707118455,2.0182324507196943,1.7546357896860358,1.939140895546924,2.0522816765744394,1.7290467807692262,1.7277796430861774,1.869501401434899,1.7272278048778913,1.7302389662350983,1.7287461205193424,1.7273798263415057,1.725718851851724,1.7031439142143885,1.7043954310825455,1.7734163006270338,1.7302234037913713,1.7293321764133565,1.7056522215260534,1.7828477449539346,1.729330343431459,1.735753550196143,1.693840425512963,1.7040265180692182,1.736635901663412,1.721880462191851,1.7151448729732286,1.7044712225384582,1.7302839099898686,1.7157683155851986,1.7089757499330824,1.7068534195259188,1.726416016174596,1.68374817700946,1.727040624351541,1.6114917002024345,1.6818432379967794,1.6572055716975111,1.6619389596037564,1.6785433232975278,1.6323973790923811
scenario_6,run_3,4.906322845420345,4.918054461864446,3.799790099706125,3.6803508374669134,3.2541765127264743,4.026986874101807,3.125443136925101,3.813931936321284,3.750681163306466,3.450539429411527,3.058006979776644,0.0,0.0,0.0,3.257245895949813,0.0,0.0,3.4375417041159304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_6,run_4,0.0,2.244803568467354,0.0,2.5657820647038982,0.0,2.1306548828261263,2.307073962926528,2.3242960324957296,2.8984242238702183,0.0,4.52900318005075,4.767835042971093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_6,run_5,1.6027734539978713,3.041530041308828,3.991134001201357,2.8195787801186425,3.967257248565544,3.0583943870277057,3.796271609522113,3.0799629598132463,3.150300838497259,3.164287030940856,2.505470719813845,2.537958686344098,3.038147376363436,2.569551852203194,2.509012859175847,2.3436400674630544,2.148004989630216,2.129009332353384,2.613985261406691,2.259547455639716,2.1456352119538544,2.0980229146499894,2.2571920793537745,2.255835990244533,2.168294498611908,2.1765618521691383,2.343991992477525,2.342943921234702,2.338862310273284,2.314747936790307,2.305773635645753,2.30624434869199,0.0,1.9849968550870207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_6,run_6,2.765435420404075,3.838174397551493,3.6280662779918265,3.883233546301758,3.834539625720765,2.20593810386362,3.8671148251878944,3.949585289514769,3.922574580506732,3.964848246685384,3.0112594160320616,3.831218216883568,3.913584173216648,3.892196519429815,3.1222304345521854,3.956313982533808,3.525462396782961,3.960629756183767,3.6034302573845705,3.958843344276248,3.963837724201232,3.926427197999937,2.056946082833285,3.9590757697226624,3.956332958396577,3.6489036189251776,3.9603822536993536,3.960880346554851,3.307127423765163,3.9326451985902606,3.9285630488365375,3.964226474901781,3.8754232511067146,3.971565762521175,3.9460946897128015,3.876821350020937,3.9500976792101214,2.2237728365963325,3.9361466906282,3.961824091102445,3.8393703808951343,3.956782983470822,2.3360705655676752,3.909225122967558,3.9657271623529167,3.9465528514429895,3.96724869345096,3.964485237767469,3.953211821246091,3.961686432549834
scenario_6,run_7,4.925893081756972,4.814711574578931,4.899277915023403,4.8969535102146,4.907907103088915,4.895438227966627,4.8928408141749005,4.264675064324895,4.894070421577541,3.283569867083092,2.737136504441685,4.894208970397928,4.891103510993859,3.364367642089697,4.852684767703728,4.893068633530345,4.535287465799717,1.977640639836104,1.950557669763009,3.414402104719695,3.1666561519359027,3.168210347551557,3.165676386096857,3.4044431270174016,3.167164742954045,3.365207367810515,3.3840425499396622,3.400401695494133,3.3641804412649368,3.37065062172697,3.3720803126961822,3.366752302350867,3.396340101578342,3.3644706603203947,3.41321251460157,3.3770755681964064,3.413615160558686,3.361324035094569,3.36988676923882,3.3977240503138937,3.3619860631280947,3.386349369445091,3.3821765018260006,3.399465556689692,3.420144287743144,3.398036866515789,3.3770284761432308,3.391576166791641,3.3799578694177064,3.375507756594167
scenario_6,run_8,5.913003707035911,2.180638587980134,2.269630996968575,5.359416640368581,4.921642495756692,2.0930997969346,1.965322779406368,1.478309309964031,1.7884336157156973,2.234207604563174,1.7723495795399105,1.744010260031882,1.6395786271212849,1.7118781002539811,1.7318078777181725,1.63550524066155,1.7258275738101525,1.6681289167844493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_6,run_9,3.6107739617352834,3.3079418890806,3.0985584923583707,1.729419705145552,2.030058678258618,1.7782938862517932,2.0302095570077165,1.708280407470724,1.7296081212880516,1.7470498528176668,2.005339061803692,1.997783949843034,1.4411901243605658,1.843550953324789,1.618849028665489,0.0,1.6089836729972238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_6,run_10,3.5365865989885488,1.9045124086963143,1.8964728940162523,3.230112212678171,3.270291149821316,3.5528186237010715,3.187973738924708,3.257365710773151,3.2521075120157645,3.23791323183499,3.222207487745828,3.1858933885092595,3.159483201028757,1.955174091719616,2.9104854260205486,3.1674158518999445,3.202525623313276,3.2112307769506,3.2395223973084484,2.826266375734775,2.4627918646048093,3.150565566816211,3.1897584962787944,3.139735768477391,3.2266306444012405,3.191056214093787,2.457315144975085,3.2450870352394343,3.179032643934298,3.242399070730788,2.340398021009705,3.1298062411731378,3.1014245856999167,3.0904741526618738,3.165767680065617,3.0868532521458047,3.1366258546079364,3.097375100288521,2.875161652030684,3.147749329518248,2.4625518023442368,3.13402236350865,2.4881908966776374,2.48194995421254,2.473483187402157,2.341736275093083,2.4725993110237643,2.469999451562752,2.255693722362204,2.451641729856324
