id,npc_vertical_before,npc_horizontal_before,npc_behavior_before,pedestrian_vertical_before,pedestrian_horizontal_before,pedestrian_direction_x_before,pedestrian_direction_y_before,pedestrian_speed_before,weather_sun_angle_before,weather_fog_density_before,npc_vertical_n,npc_horizontal_n,npc_behavior_n,pedestrian_vertical_n,pedestrian_horizontal_n,pedestrian_direction_x_n,pedestrian_direction_y_n,pedestrian_speed_n,weather_sun_angle_n,weather_fog_density_n,npc_vertical_rp,npc_horizontal_rp,npc_behavior_rp,pedestrian_vertical_rp,pedestrian_horizontal_rp,pedestrian_direction_x_rp,pedestrian_direction_y_rp,pedestrian_speed_rp,weather_sun_angle_rp,weather_fog_density_rp,npc_vertical_silence,npc_horizontal_silence,npc_behavior_silence,pedestrian_vertical_silence,pedestrian_horizontal_silence,pedestrian_direction_x_silence,pedestrian_direction_y_silence,pedestrian_speed_silence,weather_sun_angle_silence,weather_fog_density_silence,npc_vertical,npc_horizontal,npc_behavior,pedestrian_vertical,pedestrian_horizontal,pedestrian_direction_x,pedestrian_direction_y,pedestrian_speed,weather_sun_angle,weather_fog_density
generation_2_individual_0_cell_0,0.9900361446495176,0.4398213920730745,0.7465304419148241,0.062386137439878524,0.7775809780971451,0.42807395778622026,0.179295598423872,0.3079222497075539,0.9990092823103608,0.4935916637859751,False,False,False,False,False,False,False,False,False,False,0.6188229571912335,0.6554515889298428,0.9777621991164326,0.9267316505733452,0.10647676710424236,0.2914373415458159,0.818521751432173,0.9299194810854692,0.4896753996826283,0.9841357181709008,False,False,False,False,False,False,False,False,False,False,0.9900361446495176,0.4398213920730745,0.7465304419148241,0.062386137439878524,0.7775809780971451,0.42807395778622026,0.179295598423872,0.3079222497075539,0.9990092823103608,0.4935916637859751
generation_2_individual_1_cell_0,0.9900361446495176,0.0011899321334837287,0.9754242505280116,0.7440727691756228,0.3084709136930092,0.6513141440162171,0.0,0.8097100908007803,0.323342036425069,0.03890276429837269,True,True,True,True,True,True,True,True,False,False,0.10108180219966413,0.6098527781718854,0.4531780345702252,0.532642970074461,0.5002423909089714,0.14574668393102974,0.3674209937913281,0.5568795601888599,0.6363629874191482,0.8899524888688537,False,False,False,False,False,False,False,False,False,False,0.9900361446495176,0.0011899321334837287,0.9754242505280116,0.7440727691756228,0.3084709136930092,0.6513141440162171,0.0,0.8097100908007803,0.323342036425069,0.03890276429837269
generation_2_individual_2_cell_0,0.9900361446495176,0.0011899321334837287,0.9754242505280116,0.7440727691756228,0.3084709136930092,0.6513141440162171,0.3968523629966853,0.8097100908007803,0.6953802933579376,0.4935916637859751,True,True,True,True,False,False,True,True,True,False,0.7707900281684388,0.9791880442280176,0.3279626157551496,0.4604774824712914,0.9466742375715832,0.9378250514090646,0.4098434822109419,0.8705667551782346,0.3616809583167988,0.8176219129768179,False,False,False,False,False,False,False,False,False,False,0.9900361446495176,0.0011899321334837287,0.9754242505280116,0.7440727691756228,0.3084709136930092,0.6513141440162171,0.3968523629966853,0.8097100908007803,0.6953802933579376,0.4935916637859751
generation_2_individual_3_cell_0,0.9385695404710048,0.3541181174177908,0.20268232018667154,0.7447652153130249,0.794953445299999,0.4097396226097552,0.6830257497836355,0.4662969831847257,0.9990092823103608,0.7047163071440216,False,False,False,False,True,True,True,True,True,False,0.4031937941342837,0.4316119295202425,0.9328348815845334,0.396989733312902,0.4614429270176882,0.5975154317413971,0.6367538623371173,0.1652575952375791,0.7499611180127109,0.5553311569201317,False,False,False,False,False,False,False,False,False,False,0.9385695404710048,0.3541181174177908,0.20268232018667154,0.7447652153130249,0.794953445299999,0.4097396226097552,0.6830257497836355,0.4662969831847257,0.9990092823103608,0.7047163071440216
generation_2_individual_4_cell_0,0.9909705529664692,0.44338961621999307,0.4016817753399767,0.93270899872894,0.9060844411172368,0.0,0.0,0.8097100908007803,0.9990092823103608,0.4935916637859751,True,True,False,True,True,True,False,False,False,False,0.4990061065395364,0.2622051552713152,0.17401886211682316,0.9028675394995096,0.8815438536026262,0.459285219855872,0.904650357730766,0.39273692559583695,0.27895250538568384,0.6558421396088654,False,False,False,False,False,False,False,False,False,False,0.9909705529664692,0.44338961621999307,0.4016817753399767,0.93270899872894,0.9060844411172368,0.0,0.0,0.8097100908007803,0.9990092823103608,0.4935916637859751
generation_2_individual_5_cell_0,0.9900361446495176,0.0011899321334837287,0.9754242505280116,0.7440727691756228,0.3084709136930092,0.6513141440162171,0.4477330999204423,0.992009589090718,0.09469509763871732,0.235945944965255,False,False,True,True,True,False,False,False,False,False,0.2678061674546889,0.6606107231325685,0.7256330559837372,0.4458898296058922,0.9303542171315322,0.11288836221890053,0.25635298382231586,0.9902450045120486,0.5764922706678374,0.031318082262776215,False,False,False,False,False,False,False,False,False,False,0.9900361446495176,0.0011899321334837287,0.9754242505280116,0.7440727691756228,0.3084709136930092,0.6513141440162171,0.4477330999204423,0.992009589090718,0.09469509763871732,0.235945944965255
generation_2_individual_6_cell_0,0.9900361446495176,0.4398213920730745,0.7465304419148241,0.062386137439878524,0.7775809780971451,0.42807395778622026,0.3448708077627207,0.10817522672456004,0.5514275679711259,0.4790344341686357,True,True,True,False,False,False,False,False,False,False,0.4454625943005268,0.5755143340268504,0.7078390714614017,0.17104403944331226,0.19380117549932585,0.23651564229351285,0.33348613520761683,0.3904536657709441,0.6991176026171919,0.4998742246183037,False,False,False,False,False,False,False,False,False,False,0.9900361446495176,0.4398213920730745,0.7465304419148241,0.062386137439878524,0.7775809780971451,0.42807395778622026,0.3448708077627207,0.10817522672456004,0.5514275679711259,0.4790344341686357
generation_2_individual_7_cell_0,0.9475571821446648,0.046798187803235185,0.4306065406152065,0.4025632229242573,0.4288459831619808,0.5867234764635856,0.179295598423872,0.3079222497075539,0.323342036425069,0.03890276429837269,False,True,True,True,True,True,False,False,False,False,0.3140361845500875,0.14435986196114334,0.4260552669338167,0.2712821719672036,0.3803205341865925,0.5767413885942062,0.5937535977013729,0.23876439620888104,0.8563830838985548,0.24234020628896324,False,False,False,False,False,False,False,False,False,False,0.9475571821446648,0.046798187803235185,0.4306065406152065,0.4025632229242573,0.4288459831619808,0.5867234764635856,0.179295598423872,0.3079222497075539,0.323342036425069,0.03890276429837269
generation_2_individual_8_cell_0,0.9385695404710048,0.44338961621999307,0.4016817753399767,0.93270899872894,0.9060844411172368,0.0,0.4477330999204423,0.992009589090718,0.09469509763871732,0.235945944965255,False,True,True,True,False,True,True,True,True,True,0.1028619391834219,0.339023208806855,0.5825392835147952,0.9398141881862914,0.9489407135653468,0.9390175761265844,0.8491530509103445,0.8256010776446069,0.9630508861096768,0.889355629979565,False,False,False,False,False,False,False,False,False,False,0.9385695404710048,0.44338961621999307,0.4016817753399767,0.93270899872894,0.9060844411172368,0.0,0.4477330999204423,0.992009589090718,0.09469509763871732,0.235945944965255
generation_2_individual_9_cell_0,0.9909705529664692,0.3541181174177908,0.20268232018667154,0.7447652153130249,0.794953445299999,0.4097396226097552,0.6830257497836355,0.4662969831847257,0.9990092823103608,0.4935916637859751,False,True,True,True,True,True,True,True,True,True,0.6080844120298083,0.3461117538453985,0.4982454733648988,0.4680059285012155,0.3666674431773337,0.5784931552943907,0.9936847032669202,0.12857208817001342,0.9412513977657578,0.2038718871125922,False,False,False,False,False,False,False,False,False,False,0.9909705529664692,0.3541181174177908,0.20268232018667154,0.7447652153130249,0.794953445299999,0.4097396226097552,0.6830257497836355,0.4662969831847257,0.9990092823103608,0.4935916637859751
