scenario_1,run_1,3.941238995393647,3.941238995393647.1,3.934952104741055,3.934952104741055.1,3.934952104741055.2,3.380845768301266,3.333449072970092,3.333449072970092.1,3.333449072970092.2,0.0,0.0.1,0.0.2,0.0.3,0.0.4,0.0.5,0.0.6,0.0.7,0.0.8,0.0.9,0.0.10,0.0.11,0.0.12,0.0.13,0.0.14,0.0.15,0.0.16,0.0.17,0.0.18,0.0.19,0.0.20,0.0.21,0.0.22,0.0.23,0.0.24,0.0.25,0.0.26,0.0.27,0.0.28,0.0.29,0.0.30,0.0.21,0.0.22,0.0.23,0.0.24,0.0.25,0.0.26,0.0.27,0.0.28,0.0.29,0.0.30
scenario_2,run_2,3.9502261697829537,3.900035987316686,3.7504034682283023,3.4911000559551084,3.489192340501292,3.489192340501292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_2,run_3,3.8609552921262087,3.4972668250166854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_2,run_4,4.139304966348224,4.01581570039231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_2,run_5,4.931259902734712,4.931259902734712,4.792761360111328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_2,run_6,3.8130338830376935,3.812982790333823,3.708387722482303,3.708387722482303,3.6897160485938527,3.6622174345764495,3.6622174345764495,3.647636251853669,3.647636251853669,3.647636251853669,3.647636251853669,3.5941230529876766,3.59285119288909,3.5870854296509296,3.5870854296509296,3.5870854296509296,3.5870854296509296,3.5870854296509296,3.5870854296509296,3.5870854296509296,3.5643594175509965,3.5643594175509965,3.5524452254124648,3.5524452254124648,3.5524452254124648,3.5524452254124648,3.548320522427752,3.548320522427752,3.548320522427752,3.548320522427752,3.5471907557911115,3.5376304802275818,3.5376304802275818,3.506229260322684,3.505077520492468,3.505077520492468,3.505077520492468,3.504557123756607,3.504557123756607,3.504557123756607,3.5471907557911115,3.5376304802275818,3.5376304802275818,3.506229260322684,3.505077520492468,3.505077520492468,3.505077520492468,3.504557123756607,3.504557123756607,3.5471907557911115
scenario_2,run_7,3.4391773779367183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_2,run_8,3.6360761437986593,3.5433438297464,3.5373471845012414,3.5373471845012414,3.5373471845012414,3.5373471845012414,3.5373471845012414,3.5373471845012414,3.521107427410544,3.521107427410544,3.519403920265288,3.509167422698061,3.509167422698061,3.509167422698061,3.509167422698061,3.509167422698061,3.509167422698061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_2,run_9,4.097247175806437,4.097247175806437,4.062405071253155,3.678784278579995,3.5745162116070235,3.5680884321553448,3.5471111969888,3.5471111969888,3.526883198296124,3.526883198296124,3.5082686404316408,3.5082686404316408,3.508097733362757,3.4925257668726024,3.4925257668726024,3.490821646506148,3.490821646506148,3.490821646506148,3.490821646506148,3.490821646506148,3.4838975449534884,3.4838975449534884,3.4838975449534884,3.4838975449534884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_2,run_10,3.867227191231191,3.707414758005104,3.707414758005104,3.6638008058030063,3.580611801694304,3.580611801694304,3.580611801694304,3.580611801694304,3.580444764298063,3.576387497358951,3.5703550959599943,3.5666848102267914,3.555614616461348,3.536710237592124,3.5218015129010567,3.5218015129010567,3.509576019644952,3.504353829183113,3.504353829183113,3.504353829183113,3.504353829183113,3.504353829183113,3.504353829183113,3.504353829183113,3.5000007991506585,3.5000007991506585,3.5000007991506585,3.5000007991506585,3.5000007991506585,3.5000007991506585,3.5000007991506585,3.5000007991506585,3.5000007991506585,3.4999478253577787,3.4982011535681883,3.5000007991506585,3.5000007991506585,3.5000007991506585,3.5000007991506585,3.5000007991506585,3.5000007991506585,3.5000007991506585,3.5000007991506585,3.4999478253577787,3.4982011535681883,0.0,0.0,0.0,0.0,3.5000007991506585
scenario_3,run_1,3.295431153035635,3.258488260702613,3.2580097771906344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_2,4.54737854625941,4.199350340676606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_6,7.165481865638484,6.287347926197853,6.287347926197853,4.405348699728909,4.405348699728909,3.601723507742029,2.9778649716322567,2.9778649716322567,2.9778649716322567,2.950247848784972,2.944560535437293,2.944560535437293,2.944560535437293,2.924316358233256,2.924316358233256,2.924316358233256,2.924316358233256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_7,3.9164291839846,3.8651408280828417,3.8651408280828417,3.5031313394336365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_8,4.216732031623364,3.6000469337119907,3.6000469337119907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_3,run_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_7,3.309221373828172,3.309221373828172,3.309221373828172,3.2960587150612537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_4,run_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_5,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_5,run_2,6.162091972347074,6.063899315525703,5.913872028245481,5.913872028245481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_5,run_3,3.4895856033832624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_5,run_4,4.054972421226356,4.054972421226356,3.829986721751879,3.829986721751879,3.390139718406703,3.390139718406703,3.390139718406703,3.390139718406703,3.390139718406703,3.390139718406703,3.390030132448737,3.382486152822605,3.378907402093067,3.378907402093067,3.37233375457216,3.3683658529092666,3.3683658529092666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_5,run_5,4.164658537304277,4.030790395845648,3.912458604023588,3.912458604023588,3.839482389906169,3.653294156502581,3.489325404647702,3.391755266706902,3.380499708418871,3.1359229942832973,2.992965945883845,2.992965945883845,2.992965945883845,2.958566524978449,2.958566524978449,2.958566524978449,2.946161060022146,2.927898602185822,2.927898602185822,2.927898602185822,2.832015647896529,2.803183019373148,2.7924060747772166,2.7903993270260123,2.763798254598112,2.763798254598112,2.7551469818308045,2.7551469818308045,2.7551469818308045,2.7551469818308045,2.7551469818308045,2.7551469818308045,2.7551469818308045,2.7551469818308045,2.7551469818308045,2.7551469818308045,2.7551469818308045,2.7551469818308045,2.7551469818308045,2.7551469818308045,2.7551469818308045,2.7551469818308045,2.7551469818308045,2.7551469818308045,2.7551469818308045,2.7551469818308045,2.7551469818308045,2.7551469818308045,2.7551469818308045,2.7551469818308045
scenario_5,run_6,6.394714284835546,6.370495067258578,5.925231480407376,5.925231480407376,5.8033076611595895,4.377506769846682,4.344683400151846,4.344676171962016,4.060046122246238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_5,run_7,4.362881199402024,4.362881199402024,4.094867522814335,4.094867522814335,4.022590816284902,3.8534339975991134,3.8421998642810826,3.8421998642810826,3.5682699626325816,3.34227604166368,3.301313052069693,3.301313052069693,3.291245289944177,3.291245289944177,3.291245289944177,3.291245289944177,3.291245289944177,3.291245289944177,3.291245289944177,3.291245289944177,3.291245289944177,3.291245289944177,3.291245289944177,3.291245289944177,3.290270198538736,3.290270198538736,3.290270198538736,3.290270198538736,3.290270198538736,3.290270198538736,3.290251425686245,3.290251425686245,3.290251425686245,3.290251425686245,3.290251425686245,3.290251425686245,3.290251425686245,3.290251425686245,3.290251425686245,3.290251425686245,3.290251425686245,3.290251425686245,3.290251425686245,3.290251425686245,3.290251425686245,3.290251425686245,3.290251425686245,3.290251425686245,3.290251425686245,3.290251425686245
scenario_5,run_8,5.4049538175943646,5.4049538175943646,5.4049538175943646,5.397403581251743,5.397403581251743,5.375886075535447,5.375886075535447,5.216917192283164,5.047745585507641,3.8845938996570606,3.8817669284015945,3.876162005652555,3.87560542677528,3.8701513227369775,3.8701513227369775,3.8701513227369775,3.8701513227369775,3.8701513227369775,3.868343432292353,3.868343432292353,3.868343432292353,3.868343432292353,3.868343432292353,3.868343432292353,3.868343432292353,3.868343432292353,3.868343432292353,3.868343432292353,3.868343432292353,3.868343432292353,3.868343432292353,3.868343432292353,3.867826625539188,3.863486123333713,3.863486123333713,3.863184547879728,3.863184547879728,3.863184547879728,3.863184547879728,3.672585475851853,3.868343432292353,3.868343432292353,3.867826625539188,3.863486123333713,3.863486123333713,3.863184547879728,3.863184547879728,0.0,0.0,3.672585475851853
scenario_5,run_9,5.8031623729793775,5.8031623729793775,4.110139110442333,4.110139110442333,3.7184818570573785,3.7184818570573785,3.7184818570573785,3.7184818570573785,3.7184818570573785,3.7184818570573785,3.7184818570573785,3.7184818570573785,3.7184818570573785,3.7184818570573785,3.7184818570573785,3.712879075924186,3.4554280433059352,3.4554280433059352,3.4554280433059352,3.447113383879148,3.447113383879148,3.447113383879148,3.4328764481074696,3.4328764481074696,3.4328764481074696,3.4328764481074696,3.4328764481074696,3.4328764481074696,3.4328764481074696,3.4328764481074696,3.4328764481074696,3.4328764481074696,3.4328764481074696,3.4328764481074696,3.4328764481074696,3.4328764481074696,3.4328764481074696,3.4328764481074696,3.4328764481074696,0.0,3.4328764481074696,3.4328764481074696,3.4328764481074696,3.4328764481074696,3.4328764481074696,3.4328764481074696,3.4328764481074696,0.0,0.0,0.0
scenario_5,run_10,4.690034326946693,4.61319802395557,4.00821073490008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_6,run_1,4.654366215292556,3.693359109174152,3.693359109174152,3.677378128871473,3.625848306970216,3.625848306970216,3.613487227047044,3.613487227047044,3.5944567153288,3.5944567153288,3.5944567153288,3.5802502418234283,3.5802502418234283,3.5802502418234283,3.5802502418234283,3.5802502418234283,3.5802502418234283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_6,run_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_6,run_3,3.835492093168862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_6,run_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_6,run_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
