scenario,run,npc_vertical_silence,npc_horizontal_silence,npc_behavior_silence,pedestrian_vertical_silence,pedestrian_horizontal_silence,pedestrian_direction_x_silence,pedestrian_direction_y_silence,pedestrian_speed_silence,weather_sun_angle_silence,weather_fog_density_silence
scenario_1,run_2,0.025027203482045703,0.03264417845484222,0.026115342763873776,0.011969532100108813,0.025027203482045703,0.02720348204570185,0.018498367791077257,0.025027203482045703,0.022850924918389554,0.011969532100108813
scenario_1,run_1,0.02026221692491061,0.026221692491060787,0.02026221692491061,0.015494636471990465,0.011918951132300357,0.021454112038140644,0.03575685339690107,0.026221692491060787,0.028605482717520857,0.0166865315852205
scenario_1,run_3,0.019340159271899887,0.01820250284414107,0.026166097838452786,0.02161547212741752,0.020477815699658702,0.020477815699658702,0.019340159271899887,0.020477815699658702,0.02844141069397042,0.020477815699658702
scenario_1,run_4,0.020022246941045607,0.03114571746384872,0.021134593993325918,0.017797552836484983,0.024471635150166853,0.02335928809788654,0.021134593993325918,0.030033370411568408,0.025583982202447165,0.014460511679644048
scenario_1,run_5,0.017064846416382253,0.027303754266211604,0.023890784982935155,0.02161547212741752,0.02844141069397042,0.026166097838452786,0.023890784982935155,0.027303754266211604,0.023890784982935155,0.01820250284414107
scenario_1,run_6,0.008898776418242492,0.026696329254727477,0.028921023359288096,0.030033370411568408,0.025583982202447165,0.027808676307007785,0.020022246941045607,0.020022246941045607,0.02224694104560623,0.018909899888765295
scenario_1,run_7,0.013348164627363738,0.024471635150166853,0.014460511679644048,0.021134593993325918,0.024471635150166853,0.014460511679644048,0.028921023359288096,0.028921023359288096,0.021134593993325918,0.013348164627363738
scenario_1,run_8,0.01668520578420467,0.021134593993325918,0.026696329254727477,0.021134593993325918,0.021134593993325918,0.017797552836484983,0.03337041156840934,0.034482758620689655,0.025583982202447165,0.01557285873192436
scenario_1,run_9,0.010011123470522803,0.03114571746384872,0.025583982202447165,0.024471635150166853,0.02224694104560623,0.02224694104560623,0.012235817575083427,0.021134593993325918,0.026696329254727477,0.013348164627363738
scenario_1,run_10,0.026696329254727477,0.03114571746384872,0.02335928809788654,0.02335928809788654,0.03225806451612903,0.03225806451612903,0.026696329254727477,0.025583982202447165,0.025583982202447165,0.01557285873192436
scenario_2,run_2,0.02335928809788654,0.02224694104560623,0.028921023359288096,0.02335928809788654,0.028921023359288096,0.020022246941045607,0.028921023359288096,0.018909899888765295,0.02335928809788654,0.02335928809788654
scenario_2,run_1,0.010727056019070322,0.021454112038140644,0.02026221692491061,0.013110846245530394,0.02264600715137068,0.029797377830750895,0.03218116805721097,0.015494636471990465,0.02026221692491061,0.015494636471990465
scenario_2,run_3,0.011376564277588168,0.02844141069397042,0.01478953356086462,0.020477815699658702,0.02502844141069397,0.022753128555176336,0.02844141069397042,0.026166097838452786,0.022753128555176336,0.02161547212741752
scenario_2,run_4,0.02211874272409779,0.025611175785797437,0.017462165308498253,0.024447031431897557,0.023282887077997673,0.03259604190919674,0.015133876600698487,0.02910360884749709,0.020954598370197905,0.01979045401629802
scenario_2,run_5,0.017462165308498253,0.023282887077997673,0.017462165308498253,0.027939464493597205,0.024447031431897557,0.017462165308498253,0.024447031431897557,0.02211874272409779,0.03259604190919674,0.017462165308498253
scenario_2,run_6,0.015873015873015872,0.018315018315018316,0.02442002442002442,0.029304029304029304,0.02442002442002442,0.028083028083028084,0.028083028083028084,0.01221001221001221,0.020757020757020756,0.019536019536019536
scenario_2,run_7,0.023282887077997673,0.01629802095459837,0.01979045401629802,0.01979045401629802,0.03143189755529686,0.025611175785797437,0.02211874272409779,0.02211874272409779,0.02910360884749709,0.020954598370197905
scenario_2,run_8,0.01877346683354193,0.028785982478097622,0.017521902377972465,0.023779724655819776,0.026282853566958697,0.025031289111389236,0.01877346683354193,0.023779724655819776,0.025031289111389236,0.02127659574468085
scenario_2,run_9,0.011918951132300357,0.017878426698450536,0.033373063170441,0.02026221692491061,0.023837902264600714,0.01907032181168057,0.02264600715137068,0.028605482717520857,0.026221692491060787,0.02026221692491061
scenario_2,run_10,0.01376720901126408,0.03128911138923655,0.02252816020025031,0.025031289111389236,0.016270337922403004,0.03128911138923655,0.023779724655819776,0.026282853566958697,0.01877346683354193,0.012515644555694618
scenario_3,run_2,0.017797552836484983,0.02224694104560623,0.025583982202447165,0.026696329254727477,0.025583982202447165,0.021134593993325918,0.02335928809788654,0.028921023359288096,0.024471635150166853,0.020022246941045607
scenario_3,run_1,0.019340159271899887,0.038680318543799774,0.02844141069397042,0.034129692832764506,0.022753128555176336,0.023890784982935155,0.02844141069397042,0.038680318543799774,0.027303754266211604,0.017064846416382253
scenario_3,run_3,0.023939064200217627,0.030467899891186073,0.031556039173014146,0.02720348204570185,0.022850924918389554,0.018498367791077257,0.02176278563656148,0.030467899891186073,0.025027203482045703,0.014145810663764961
scenario_3,run_4,0.017064846416382253,0.02161547212741752,0.02161547212741752,0.02502844141069397,0.012514220705346985,0.03185437997724687,0.02502844141069397,0.01478953356086462,0.02502844141069397,0.01478953356086462
scenario_3,run_5,0.020674646354733407,0.01958650707290533,0.020674646354733407,0.018498367791077257,0.02176278563656148,0.02176278563656148,0.023939064200217627,0.026115342763873776,0.020674646354733407,0.011969532100108813
scenario_3,run_6,0.025611175785797437,0.020954598370197905,0.02910360884749709,0.02677532013969732,0.005820721769499418,0.025611175785797437,0.01979045401629802,0.023282887077997673,0.027939464493597205,0.013969732246798603
scenario_3,run_7,0.007616974972796518,0.022850924918389554,0.020674646354733407,0.023939064200217627,0.01958650707290533,0.022850924918389554,0.022850924918389554,0.029379760609358,0.02720348204570185,0.01958650707290533
scenario_3,run_8,0.018498367791077257,0.026115342763873776,0.017410228509249184,0.02176278563656148,0.018498367791077257,0.030467899891186073,0.02176278563656148,0.020674646354733407,0.02176278563656148,0.015233949945593036
scenario_3,run_9,0.01632208922742111,0.018498367791077257,0.02720348204570185,0.018498367791077257,0.018498367791077257,0.018498367791077257,0.02176278563656148,0.03373231773667029,0.022850924918389554,0.015233949945593036
scenario_3,run_10,0.020674646354733407,0.029379760609358,0.020674646354733407,0.028291621327529923,0.02176278563656148,0.01958650707290533,0.036996735582154515,0.026115342763873776,0.026115342763873776,0.011969532100108813
scenario_4,run_2,0.02211874272409779,0.02211874272409779,0.01629802095459837,0.03608847497089639,0.025611175785797437,0.024447031431897557,0.01979045401629802,0.02211874272409779,0.02211874272409779,0.017462165308498253
scenario_4,run_1,0.01668520578420467,0.02224694104560623,0.02224694104560623,0.02224694104560623,0.02335928809788654,0.020022246941045607,0.028921023359288096,0.017797552836484983,0.03225806451612903,0.025583982202447165
scenario_4,run_3,0.015133876600698487,0.027939464493597205,0.024447031431897557,0.02910360884749709,0.018626309662398137,0.02677532013969732,0.023282887077997673,0.024447031431897557,0.024447031431897557,0.011641443538998836
scenario_4,run_4,0.02211874272409779,0.02211874272409779,0.027939464493597205,0.025611175785797437,0.024447031431897557,0.017462165308498253,0.023282887077997673,0.02677532013969732,0.030267753201396973,0.010477299185098952
scenario_4,run_5,0.02161547212741752,0.013651877133105802,0.012514220705346985,0.023890784982935155,0.022753128555176336,0.027303754266211604,0.02502844141069397,0.020477815699658702,0.01478953356086462,0.017064846416382253
scenario_4,run_6,0.011123470522803115,0.027808676307007785,0.026696329254727477,0.02224694104560623,0.02224694104560623,0.021134593993325918,0.028921023359288096,0.024471635150166853,0.024471635150166853,0.012235817575083427
scenario_4,run_7,0.014145810663764961,0.023939064200217627,0.01632208922742111,0.025027203482045703,0.022850924918389554,0.029379760609358,0.029379760609358,0.018498367791077257,0.011969532100108813,0.017410228509249184
scenario_4,run_8,0.009313154831199068,0.02211874272409779,0.020954598370197905,0.02211874272409779,0.015133876600698487,0.02677532013969732,0.02211874272409779,0.01979045401629802,0.013969732246798603,0.013969732246798603
scenario_4,run_9,0.018909899888765295,0.025583982202447165,0.024471635150166853,0.02335928809788654,0.027808676307007785,0.021134593993325918,0.018909899888765295,0.021134593993325918,0.02224694104560623,0.020022246941045607
scenario_4,run_10,0.02720348204570185,0.02720348204570185,0.01958650707290533,0.026115342763873776,0.01958650707290533,0.026115342763873776,0.028291621327529923,0.01958650707290533,0.023939064200217627,0.013057671381936888
scenario_5,run_2,0.015494636471990465,0.021454112038140644,0.025029797377830752,0.023837902264600714,0.026221692491060787,0.027413587604290822,0.01907032181168057,0.02264600715137068,0.023837902264600714,0.011918951132300357
