id,npc_vertical_before,npc_horizontal_before,npc_behavior_before,pedestrian_vertical_before,pedestrian_horizontal_before,pedestrian_direction_x_before,pedestrian_direction_y_before,pedestrian_speed_before,weather_sun_angle_before,weather_fog_density_before,npc_vertical_n,npc_horizontal_n,npc_behavior_n,pedestrian_vertical_n,pedestrian_horizontal_n,pedestrian_direction_x_n,pedestrian_direction_y_n,pedestrian_speed_n,weather_sun_angle_n,weather_fog_density_n,npc_vertical_rp,npc_horizontal_rp,npc_behavior_rp,pedestrian_vertical_rp,pedestrian_horizontal_rp,pedestrian_direction_x_rp,pedestrian_direction_y_rp,pedestrian_speed_rp,weather_sun_angle_rp,weather_fog_density_rp,npc_vertical_silence,npc_horizontal_silence,npc_behavior_silence,pedestrian_vertical_silence,pedestrian_horizontal_silence,pedestrian_direction_x_silence,pedestrian_direction_y_silence,pedestrian_speed_silence,weather_sun_angle_silence,weather_fog_density_silence,npc_vertical,npc_horizontal,npc_behavior,pedestrian_vertical,pedestrian_horizontal,pedestrian_direction_x,pedestrian_direction_y,pedestrian_speed,weather_sun_angle,weather_fog_density
generation_0_individual_1_cell_0,0.5284372791882809,0.4846647539921444,0.47287646192863,0.6009364933673079,0.24795106562519,0.1087828182048099,0.4817633075656652,0.3300143618142055,0.0092326075252044,0.3964452948826273,False,False,False,False,False,False,False,False,False,False,0.8752325953303349,0.8598691047952629,0.8667235889458349,0.8836871600544817,0.0222621906402226,0.5084773057398985,0.2850312460703444,0.7153514688298616,0.4570225287435209,0.8133307403628387,False,False,False,False,False,False,False,False,False,False,0.5284372791882809,0.4846647539921444,0.47287646192863,0.6009364933673079,0.24795106562519,0.1087828182048099,0.4817633075656652,0.3300143618142055,0.0092326075252044,0.3964452948826273
generation_0_individual_2_cell_0,0.9283056641565864,0.2309905837063244,0.9839420000438645,0.8941138606894574,0.3404069318580977,0.622972042216594,0.3401765585953221,0.3777289217485077,0.6925559547778848,0.7674806250215347,False,False,True,True,True,False,False,False,False,False,0.1910528988866049,0.4105401344544362,0.3456797418643815,0.0738089492142967,0.2890413731778605,0.2002531508724544,0.8957989896572305,0.1215413282036174,0.99246429403935,0.128953046449589,False,False,False,False,False,False,False,False,False,False,0.9283056641565864,0.2309905837063244,0.9839420000438645,0.8941138606894574,0.3404069318580977,0.622972042216594,0.3401765585953221,0.3777289217485077,0.6925559547778848,0.7674806250215347
generation_0_individual_3_cell_0,0.2622788487063328,0.5744867482516006,0.4305875912652667,0.4631418614276802,0.3888640215250613,0.4831192761083083,0.4099457032328139,0.207506531117849,0.2858348911741125,0.7988405878414755,False,False,False,False,False,False,False,True,True,True,0.5765266742595782,0.5889470258124094,0.2325382477953426,0.063808237356539,0.1945465287743166,0.7693261471339893,0.1169202770695074,0.6395893577890692,0.6056695898387825,0.9819491586770897,False,False,False,False,False,False,False,False,False,False,0.2622788487063328,0.5744867482516006,0.4305875912652667,0.4631418614276802,0.3888640215250613,0.4831192761083083,0.4099457032328139,0.207506531117849,0.2858348911741125,0.7988405878414755
generation_0_individual_4_cell_0,0.5284372791882809,0.3049530622201106,0.7894054161846927,0.4570791951670936,0.4253401499763324,0.7410677079492252,0.1206846841259901,0.3300143618142055,0.1463955248278253,0.8278865497804341,True,True,False,False,True,True,True,False,True,True,0.1771048976894618,0.0495694363943358,0.6137832315486752,0.4425023364744549,0.8411940515630059,0.1100871145580267,0.9092740442457916,0.7659210592437642,0.9603868065220368,0.6200092092955065,False,False,False,False,False,False,False,False,False,False,0.5284372791882809,0.3049530622201106,0.7894054161846927,0.4570791951670936,0.4253401499763324,0.7410677079492252,0.1206846841259901,0.3300143618142055,0.1463955248278253,0.8278865497804341
generation_0_individual_5_cell_0,0.8853338093679738,0.555958427537198,0.0746156234916574,0.5062259767100474,0.0427322024470089,0.3320370591121885,0.4601014700393873,0.2735639830562917,0.7266407176275737,0.4695163274858168,False,False,False,False,False,False,True,True,True,False,0.8285193057320431,0.7512469225313663,0.6276273582999994,0.9781056635751262,0.9712067424019848,0.7214775977979712,0.2120532748062377,0.8210577923303232,0.983371278772614,0.3985629518079121,False,False,False,False,False,False,False,False,False,False,0.8853338093679738,0.555958427537198,0.0746156234916574,0.5062259767100474,0.0427322024470089,0.3320370591121885,0.4601014700393873,0.2735639830562917,0.7266407176275737,0.4695163274858168
generation_0_individual_6_cell_0,0.9242552797325808,0.4325720466996,0.6789386533121272,0.0577338193314431,0.2151154137874424,0.3705556036269182,0.0,0.8893627880154115,0.088635343663459,0.6547499761087031,True,True,False,False,True,True,True,False,False,False,0.5790531659451833,0.2966052976112441,0.8624911074368082,0.6120807772435656,0.8246545580128681,0.7978098083722945,0.048626509834099,0.2888013245231837,0.3447421132105017,0.6200169357666184,False,False,False,False,False,False,True,False,False,False,0.9242552797325808,0.4325720466996,0.6789386533121272,0.0577338193314431,0.2151154137874424,0.3705556036269182,0.0,0.8893627880154115,0.088635343663459,0.6547499761087031
generation_0_individual_7_cell_0,0.3510216025283479,0.5102290419052848,0.9548534224261948,0.6825182461821975,0.308348480820646,0.7343504389669749,0.2470969378578481,0.3533260878909125,0.5286470324641849,0.8296680664637374,False,False,False,False,False,False,True,True,True,False,0.9924647065578106,0.9355884417724442,0.4848563071168975,0.7922145863202339,0.2099419506442327,0.3649265665686429,0.8407747229044467,0.8577301777334598,0.8132129184886866,0.1666049867025583,False,False,False,False,False,False,False,False,False,False,0.3510216025283479,0.5102290419052848,0.9548534224261948,0.6825182461821975,0.308348480820646,0.7343504389669749,0.2470969378578481,0.3533260878909125,0.5286470324641849,0.8296680664637374
generation_0_individual_8_cell_0,0.5798577556533255,0.7652305305842017,0.8734303500638826,0.6092378070056208,0.2097660971048325,0.3578254001900188,0.1796087626036649,0.3777289217485077,0.6925559547778848,0.7674806250215347,False,False,False,False,False,False,False,True,True,True,0.1535186797105301,0.6731152257161391,0.7562514939581354,0.1443326500050802,0.5624307431004121,0.9679229887300708,0.0586880241208346,0.055144611527378,0.7341947561324953,0.6020838176546076,False,False,False,False,False,False,False,False,False,False,0.5798577556533255,0.7652305305842017,0.8734303500638826,0.6092378070056208,0.2097660971048325,0.3578254001900188,0.1796087626036649,0.3777289217485077,0.6925559547778848,0.7674806250215347
generation_0_individual_9_cell_0,0.2622788487063328,0.5744867482516006,0.9839420000438645,0.8941138606894574,0.3404069318580977,0.4831192761083083,0.4099457032328139,0.4978462999008193,0.9090832198558576,0.5417650498718956,False,False,False,False,False,False,False,False,False,False,0.4903372784940863,0.3154196939194893,0.538441867327613,0.2928837575158373,0.0975817126459442,0.060697821046751,0.4282125076454071,0.7214777461944836,0.6645755355670735,0.7362132523924264,False,False,False,False,False,False,False,False,False,False,0.2622788487063328,0.5744867482516006,0.9839420000438645,0.8941138606894574,0.3404069318580977,0.4831192761083083,0.4099457032328139,0.4978462999008193,0.9090832198558576,0.5417650498718956
generation_0_individual_10_cell_0,0.9555047953634684,0.6463485265386946,0.204034392916287,0.6769207292869726,0.8309242675409513,0.2811900573069233,0.0,0.7698154262019175,0.4149600205887348,0.7179366572721264,True,True,True,False,False,True,True,True,True,True,0.1648745096207708,0.8030378179370614,0.1774850494116744,0.2887681063558281,0.0185247439423191,0.9533441377069504,0.0292588806259951,0.6307224444908588,0.8375775271549781,0.76901748793393,False,False,False,False,False,False,True,False,False,False,0.9555047953634684,0.6463485265386946,0.204034392916287,0.6769207292869726,0.8309242675409513,0.2811900573069233,0.0,0.7698154262019175,0.4149600205887348,0.7179366572721264
